盈餘所屬年度,股利發放年度,股東會日期,除息交易日,除息參考價(元),除權交易日,除權參考價(元),現金股利發放日,現金股利盈餘,現金股利公積,現金股利合計,股票股利盈餘,股票股利公積,股票股利合計,股利合計,發放年度平均股價,年均殖利率(%)
2017,2018,2018/06/29,2018/08/17,9.7,,,2018/11/15(即將發放),0,0.6,0.6,0,0,0,0.6,13.2,4.54
2016,2017,2017/06/14,2017/08/02,10.3,,,2017/09/01,0.2,0,0.2,0,0,0,0.2,11.9,1.68
2015,2016,2016/06/28,,,,,,0,0,0,0,0,0,0,10.5,0
2014,2015,2015/06/26,,,,,,0,0,0,0,0,0,0,11.2,0
2013,2014,2014/06/26,2014/07/30,12.95,,,2014/09/01,0.25,0,0.25,0,0,0,0.25,13.1,1.9
2012,2013,2013/06/25,2013/07/30,13.7,,,,0.3,0,0.3,0,0,0,0.3,13.2,2.27
2011,2012,2012/06/18,2012/08/01,7.5,,,,0.5,0,0.5,0,0,0,0.5,8.27,6.05
2010,2011,2011/06/09,2011/07/14,10.35,,,,0.3,0,0.3,0,0,0,0.3,10.4,2.88
2009,2010,2010/06/18,,,,,,0,0,0,0,0,0,0,11.9,0
2008,2009,2009/06/16,,,,,,0,0,0,0,0,0,0,10.4,0
2007,2008,2008/05/20,2008/08/12,10.11,2008/08/12,10.11,,0.1,0,0.1,0.7,0,0.7,0.8,12.3,6.51
2006,2007,2007/05/15,2007/08/09,22.39,2007/08/09,22.39,,0.2,0,0.2,1.5,0.5,2,2.2,18.9,11.66
2005,2006,2006/06/20,,,2006/08/25,9.3,,0,0,0,0,0.5,0.5,0.5,12.5,4.01
2004,2005,2005/05/25,,,2005/07/11,12.76,,0,0,0,0.6,1,1.6,1.6,12.7,12.56
2003,2004,2004/05/27,,,,,,0,0,0,0,0,0,0,12.4,0
2002,2003,2003/06/26,,,,,,0,0,0,0,0,0,0,5.3,0
2001,2002,2002/06/26,,,,,,0,0,0,0,0,0,0,2.78,0
2000,2001,2001/06/27,,,,,,0,0,0,0,0,0,0,2.61,0
1999,2000,2000/06/27,,,2000/08/04,,,0,0,0,0.5,0,0.5,0.5,6.32,7.91
1998,1999,1999/06/25,,,1999/08/06,,,0,0,0,0.5,0,0.5,0.5,7.81,6.4
1997,1998,,,,,,,0,0,0,0.5,0,0.5,0.5,,
1996,1997,,,,,,,0,0,0,0.33,0,0.33,0.33,,
