盈餘所屬年度,股利發放年度,股東會日期,除息交易日,除息參考價(元),除權交易日,除權參考價(元),現金股利發放日,現金股利盈餘,現金股利公積,現金股利合計,股票股利盈餘,股票股利公積,股票股利合計,股利合計,發放年度平均股價,年均殖利率(%)
2017,2018,2018/06/12,,,,,,0,0,0,0,0,0,0,8.31,0
2016,2017,2017/06/08,,,,,,0,0,0,0,0,0,0,8.35,0
2015,2016,2016/06/08,,,,,,0,0,0,0,0,0,0,7.68,0
2014,2015,2015/06/10,,,2015/08/12,7.6,,0,0,0,0.5,0,0.5,0.5,9.76,5.12
2013,2014,2014/06/11,,,2014/07/31,11.9,,0,0,0,1,0,1,1,12.5,8.02
2012,2013,2013/06/13,,,2013/07/24,12.1,,0,0,0,0,0.5,0.5,0.5,12.4,4.05
2011,2012,2012/06/06,,,2012/08/02,8.19,,0,0,0,0,0.5,0.5,0.5,9.42,5.31
2010,2011,2011/06/15,2011/08/02,13.6,2011/08/02,13.6,,0.5,0,0.5,0,1,1,1.5,13.1,11.42
2009,2010,2010/06/17,,,,,,0,0,0,0,0,0,0,15,0
2008,2009,,,,,,,0,0,0,0,0,0,0,7.89,0
2007,2008,2008/06/13,,,2008/07/24,5.77,,0,0,0,0,0.4,0.4,0.4,6.72,5.95
2006,2007,2007/06/15,,,2007/07/26,12.55,,0,0,0,0,1,1,1,11.3,8.84
2005,2006,2006/06/14,,,,,,0,0,0,0,0,0,0,6.49,0
2004,2005,2005/06/10,,,,,,0,0,0,0,0,0,0,7.67,0
2003,2004,2004/06/03,,,,,,0,0,0,0,0,0,0,7.4,0
2002,2003,2003/06/18,,,,,,0,0,0,0,0,0,0,5.23,0
2001,2002,2002/06/12,,,,,,0,0,0,0,0,0,0,5.45,0
2000,2001,2001/06/13,,,,,,0,0,0,0,0,0,0,3.45,0
1999,2000,2000/04/26,,,,,,0,0,0,0,0,0,0,8.06,0
1998,1999,1999/05/27,,,1999/09/14,,,0,0,0,0.8,0.7,1.5,1.5,14.9,10.08
1997,1998,1998/04/23,,,1998/07/14,,,0,0,0,1.2,1.3,2.5,2.5,26.4,9.46
1996,1997,1997/05/07,,,1997/06/14,,,0,0,0,1,0.5,1.5,1.5,28.7,5.23
1995,1996,1996/06/06,,,1996/07/11,20.2,,0,0,0,0.7,0.3,1,1,20.6,4.86
1994,1995,1995/05/09,,,1995/06/26,20.2,,0,0,0,0.5,0.5,1,1,20.6,4.84
1993,1994,1994/04/28,,,1994/07/29,,,0,0,0,0.7,0.8,1.5,1.5,31.2,4.82
1992,1993,1993/05/28,,,1993/07/27,,,0,0,0,1,1,2,2,34.1,5.87
1991,1992,1992/03/23,,,1992/06/24,,,0,0,0,1,1,2,2,55.4,3.61
1990,1991,1991/04/18,,,1991/07/10,,,0,0,0,1,1,2,2,,
1989,1990,,,,,,,0,0,0,1.02,0.03,1.05,1.05,,
