盈餘所屬年度,股利發放年度,股東會日期,除息交易日,除息參考價(元),除權交易日,除權參考價(元),現金股利發放日,現金股利盈餘,現金股利公積,現金股利合計,股票股利盈餘,股票股利公積,股票股利合計,股利合計,發放年度平均股價,年均殖利率(%)
2017,2018,2018/06/26,2018/07/20(即將除息),,,,2018/08/20(即將發放),1.25,0,1.25,0,0,0,1.25,75,1.67
2016,2017,2017/06/22,2017/08/09,57.4,,,2017/09/08,1.25,0,1.25,0,0,0,1.25,56.4,2.22
2015,2016,2016/06/28,2016/08/30,49.2,,,2016/09/26,1,0,1,0,0,0,1,40.7,2.45
2014,2015,2015/06/25,2015/08/26,20.65,,,2015/09/22,0.25,0,0.25,0,0,0,0.25,22.1,1.13
2013,2014,2014/06/26,2014/08/27,20.55,,,2014/09/23,0.24,0,0.24,0,0,0,0.24,17.5,1.38
2012,2013,2013/06/25,2013/09/05,12.75,,,,0.19,0.19,0.38,0,0,0,0.38,12.7,3
2011,2012,2012/06/27,2012/08/23,13.6,2012/08/23,13.6,,0.3,0,0.3,0,0.3,0.3,0.6,13.1,4.58
2010,2011,2011/06/22,2011/08/24,13.45,2011/08/24,13.45,,0.4,0,0.4,0.4,0,0.4,0.8,14.2,5.62
2009,2010,2010/06/29,,,2010/09/07,14.25,,0,0,0,0.34,0,0.34,0.34,14.8,2.28
2008,2009,2009/06/26,,,,,,0,0,0,0,0,0,0,11,0
2007,2008,2008/06/27,2008/07/30,16.05,,,,0.25,0,0.25,0,0,0,0.25,12,2.08
2006,2007,2007/06/28,,,,,,0,0,0,0,0,0,0,8.97,0
2005,2006,2006/06/26,,,,,,0,0,0,0,0,0,0,4.98,0
2004,2005,2005/06/28,,,,,,0,0,0,0,0,0,0,4.68,0
2003,2004,2004/06/28,,,,,,0,0,0,0,0,0,0,6.11,0
2002,2003,2003/06/27,,,,,,0,0,0,0,0,0,0,4.3,0
2001,2002,2002/06/27,,,,,,0,0,0,0,0,0,0,4.29,0
2000,2001,2001/06/28,,,,,,0,0,0,0,0,0,0,3.3,0
1999,2000,,,,,,,0,0,0,0,0,0,0,6.16,0
1998,1999,,,,,,,0,0,0,0,0,0,0,9.57,0
1997,1998,,,,,,,0,0,0,0.5,0.5,1,1,32.4,3.08
1996,1997,,,,,,,0,0,0,0.5,0.5,1,1,27.1,3.69
1995,1996,1996/04/23,,,1996/06/18,20.4,,0,0,0,0.6,0.6,1.2,1.2,22,5.45
1994,1995,1995/04/21,,,1995/06/13,23.36,,0,0,0,0.5,0.5,1,1,23.4,4.28
1993,1994,1994/04/22,,,1994/07/05,28.3,,0,0,0,0.45,0,0.45,0.45,31,1.45
1992,1993,1993/04/02,,,1993/12/20,,,0,0,0,0.5,0,0.5,0.5,33.5,1.49
1991,1992,,,,,,,0,0,0,0.4,0.6,1,1,,
1990,1991,,,,,,,0,0,0,0,1.5,1.5,1.5,,
1989,1990,,,,,,,0,0,0,0.44,0,0.44,0.44,,
1988,1989,,,,,,,0,0,0,1.05,0,1.05,1.05,,
