盈餘所屬年度,股利發放年度,股東會日期,除息交易日,除息參考價(元),除權交易日,除權參考價(元),現金股利發放日,現金股利盈餘,現金股利公積,現金股利合計,股票股利盈餘,股票股利公積,股票股利合計,股利合計,發放年度平均股價,年均殖利率(%)
2017,2018,2018/06/11,2018/07/09,18.7,,,2018/08/10(即將發放),1.4,0,1.4,0,0,0,1.4,21.1,6.65
2016,2017,2017/06/16,2017/07/03,24.9,,,2017/08/10,1.2,0,1.2,0,0,0,1.2,22.5,5.34
2015,2016,2016/06/17,2016/07/14,20.05,,,2016/08/10,1.8,0,1.8,0,0,0,1.8,21.3,8.47
2014,2015,2015/06/10,2015/07/09,27.75,,,2015/08/06,1,0,1,0,0,0,1,26.3,3.8
2013,2014,2014/06/06,2014/06/25,11.95,,,,0.8,0,0.8,0,0,0,0.8,11.8,6.76
2012,2013,2013/06/04,2013/07/16,9.85,,,,0.5,0,0.5,0,0,0,0.5,9.9,5.05
2011,2012,2012/06/12,2012/07/09,8.69,,,,0.5,0,0.5,0,0,0,0.5,9.27,5.39
2010,2011,2011/06/09,2011/07/15,13.5,2011/07/15,13.5,,0.8,0,0.8,0.4,0,0.4,1.2,13.2,9.06
2009,2010,2010/06/15,2010/07/05,10.5,,,,0.5,0,0.5,0,0,0,0.5,12.5,4.01
2008,2009,2009/06/16,,,2009/08/17,7.25,,0,0,0,0,0.2,0.2,0.2,6.8,2.94
2007,2008,2008/06/13,2008/07/01,7.05,,,,0.45,0,0.45,0,0,0,0.45,7.83,5.75
2006,2007,2007/06/15,2007/07/05,9.66,,,,0.3,0,0.3,0,0,0,0.3,9.68,3.1
2005,2006,2006/06/09,,,2006/08/07,5.64,,0,0,0,0,0.2,0.2,0.2,5.93,3.37
2004,2005,,,,2005/07/18,6.51,,0,0,0,0,0.2,0.2,0.2,5.65,3.54
2003,2004,2004/06/11,,,2004/07/22,5.55,,0,0,0,0,0.25,0.25,0.25,7.14,3.5
2002,2003,2003/06/06,,,,,,0,0,0,0,0,0,0,6.56,0
2001,2002,2002/06/12,,,,,,0,0,0,0,0,0,0,6.84,0
2000,2001,2001/06/13,,,,,,0,0,0,0,0,0,0,4.36,0
1999,2000,,,,,,,0,0,0,0,0,0,0,7.97,0
1998,1999,1999/05/27,,,1999/07/03,16.3,,0,0,0,1.45,0.05,1.5,1.5,16.8,8.92
1997,1998,1998/05/27,,,,,,0,0,0,2.35,0.1,2.45,2.45,30.9,7.92
1996,1997,,,,,,,0,0,0,1.35,0.65,2,2,35.8,5.59
1995,1996,,,,,,,0.3,0,0.3,0,0.8,0.8,1.1,27,4.07
1994,1995,1995/05/08,,,1995/06/22,25.04,,0,0,0,0.5,1,1.5,1.5,32.2,4.65
1993,1994,1994/06/06,,,1994/10/13,28.2,,0,0,0,0.7,0.8,1.5,1.5,45.5,3.29
1992,1993,1993/05/03,,,1993/09/09,58.5,,0,0,0,2,0,2,2,73.8,2.71
1991,1992,1992/04/02,,,1992/09/30,,,0,0,0,1,1,2,2,41.3,4.84
1990,1991,1991/05/11,,,1991/11/16,,,0,0,0,2.5,0,2.5,2.5,,
1989,1990,,,,,,,0,0,0,8,1.16,9.16,9.16,,
