盈餘所屬年度,股利發放年度,股東會日期,除息交易日,除息參考價(元),除權交易日,除權參考價(元),現金股利發放日,現金股利盈餘,現金股利公積,現金股利合計,股票股利盈餘,股票股利公積,股票股利合計,股利合計,發放年度平均股價,年均殖利率(%)
2017,2018,2018/06/08,2018/07/16,20.55,,,2018/08/07(即將發放),2,0,2,0,0,0,2,21.5,9.3
2016,2017,2017/06/13,2017/06/28,18.85,,,2017/07/24,2.5,0,2.5,0,0,0,2.5,19.1,13.12
2015,2016,2016/06/15,2016/06/30,14.85,,,2016/07/20,2.5,0,2.5,0,0,0,2.5,16.4,15.26
2014,2015,2015/06/24,2015/08/25,12.6,2015/08/25,12.6,2015/09/29,0.5,0,0.5,1.5,0,1.5,2,16.7,11.98
2013,2014,2014/05/20,2014/06/17,25.3,2014/06/17,25.3,,1.8,0,1.8,0,0,0,1.8,23.7,7.58
2012,2013,2013/05/28,2013/07/17,28.3,2013/07/17,28.3,,1,0,1,0.5,0,0.5,1.5,30.4,4.93
2011,2012,2012/05/16,2012/08/20,24.2,2012/08/20,24.2,,1,0,1,2,0,2,3,25.7,11.67
2010,2011,2011/06/28,,,,,,0,0,0,0,0,0,0,23.3,0
2009,2010,2010/05/28,,,,,,0,0,0,0,0,0,0,21.8,0
2008,2009,2009/06/19,,,,,,0,0,0,0,0,0,0,13.2,0
2007,2008,2008/06/19,,,,,,0,0,0,0,0,0,0,8.23,0
2006,2007,2007/06/28,,,,,,0,0,0,0,0,0,0,11.2,0
2005,2006,2006/06/19,,,,,,0,0,0,0,0,0,0,4.93,0
2004,2005,2005/06/13,,,,,,0,0,0,0,0,0,0,7.35,0
2003,2004,2004/06/15,,,,,,0,0,0,0,0,0,0,12.5,0
2002,2003,2003/06/20,,,2003/07/31,20.4,,0,0,0,0.5,0,0.5,0.5,17.4,2.88
2001,2002,,,,,,,0,0,0,2.2,0,2.2,2.2,,
2000,2001,,,,,,,0,0,0,5,0,5,5,,
