盈餘所屬年度,股利發放年度,股東會日期,除息交易日,除息參考價(元),除權交易日,除權參考價(元),現金股利發放日,現金股利盈餘,現金股利公積,現金股利合計,股票股利盈餘,股票股利公積,股票股利合計,股利合計,發放年度平均股價,年均殖利率(%)
2017,2018,2018/05/30,2018/06/27,37.35,,,2018/07/27,2.6,0,2.6,0,0,0,2.6,38.9,6.69
2016,2017,2017/05/26,2017/06/29,40.6,,,2017/07/28,2.4,0,2.4,0,0,0,2.4,38.9,6.17
2015,2016,2016/06/03,2016/06/30,28.2,,,2016/07/29,1.26,0.75,2.01,0,0,0,2.01,25.8,7.8
2014,2015,2015/06/15,2015/07/21,20.95,,,2015/08/14,2.2,0,2.2,0,0,0,2.2,24,9.17
2013,2014,2014/06/23,2014/07/22,33.05,,,2014/08/14,2,0,2,0,0,0,2,31.7,6.31
2012,2013,2013/06/25,2013/08/02,29.35,2013/08/02,29.35,,1.62,0,1.62,0.18,0,0.18,1.8,29.6,6.07
2011,2012,2012/06/13,2012/07/17,21.25,2012/07/17,21.25,,1.44,0,1.44,0.16,0,0.16,1.6,23,6.97
2010,2011,2011/06/10,2011/07/19,15.8,2011/07/19,15.8,,1.28,0,1.28,0.32,0,0.32,1.6,20.4,7.84
2009,2010,2010/05/26,2010/06/28,,2010/06/28,,,0.6,0,0.6,0.15,0,0.15,0.75,26.4,2.84
2008,2009,,,,,,,0,0,0,0,0,0,0,,
2007,2008,2008/06/27,,,,,,0,0,0,0,0,0,0,,
2006,2007,2007/05/31,2007/07/30,,2007/07/30,,,1.3,0,1.3,0.3,0,0.3,1.6,,
2005,2006,,,,,,,0,0,0,0,0,0,0,,
2004,2005,2005/06/21,2005/08/04,,2005/08/04,,,0.8,0,0.8,0.2,0,0.2,1,,
2003,2004,2004/05/24,,,,,,0.8,0,0.8,1,0,1,1.8,,
2002,2003,,,,,,,0,0,0,0.8,0,0.8,0.8,,
2001,2002,,,,,,,0,0,0,0,0,0,0,,
2000,2001,,,,,,,0,0,0,0,0,0,0,,
1999,2000,,,,,,,9,0,9,5.96,0,5.96,14.96,,
1998,1999,,,,,,,7.88,0,7.88,0,0,0,7.88,,
