盈餘所屬年度,股利發放年度,股東會日期,除息交易日,除息參考價(元),除權交易日,除權參考價(元),現金股利發放日,現金股利盈餘,現金股利公積,現金股利合計,股票股利盈餘,股票股利公積,股票股利合計,股利合計,發放年度平均股價,年均殖利率(%)
2017,2018,2018/06/26,,,,,,2,0,2,2,0,2,4,33.3,12.02
2016,2017,2017/06/22,2017/08/22,21.25,,,2017/09/22,1,0,1,0,0,0,1,21.1,4.74
2015,2016,2016/06/21,2016/08/23,16.05,,,2016/09/23,0.5,0,0.5,0,0,0,0.5,16.2,3.08
2014,2015,2015/06/24,2015/08/18,15.25,,,2015/09/18,0,0.4,0.4,0,0,0,0.4,18,2.23
2013,2014,2014/06/24,2014/08/19,18.85,,,2014/09/19,0,1,1,0,0,0,1,20.8,4.82
2012,2013,2013/06/25,2013/08/07,27.95,,,,1,0,1,0,0,0,1,23.9,4.19
2011,2012,2012/06/22,2012/08/08,13.85,,,,1.2,0,1.2,0,0,0,1.2,15.2,7.89
2010,2011,2011/06/22,2011/08/10,14.6,,,,1.5,0,1.5,0,0,0,1.5,15.9,9.45
2009,2010,2010/06/15,2010/08/10,16.35,2010/08/10,16.35,,0.3,0,0.3,1,0,1,1.3,18,7.24
2008,2009,2009/06/16,2009/08/18,14,,,,1,0,1,0,0,0,1,12.6,7.94
2007,2008,2008/06/13,2008/07/29,22.8,,,,4,0,4,0,0,0,4,20.1,19.89
2006,2007,2007/06/13,2007/08/28,23.05,,,,3.3,0,3.3,0,0,0,3.3,24.4,13.55
2005,2006,2006/06/14,2006/07/25,21.25,,,,0.52,0,0.52,0,0,0,0.52,23.2,2.24
2004,2005,2005/06/14,,,,,,0,0,0,0,0,0,0,18.4,0
2003,2004,,,,,,,0,0,0,0,0,0,0,17.2,0
2002,2003,,,,,,,0,0,0,0,0,0,0,8.11,0
2001,2002,2002/05/29,,,,,,0,0,0,0,0,0,0,6.04,0
2000,2001,2001/06/28,,,2001/08/12,,,0,0,0,0,1,1,1,7.76,12.89
1999,2000,2000/05/09,2000/07/06,18.6,,,,1.7,0,1.7,0,0,0,1.7,19.7,8.64
1998,1999,1999/04/27,1999/06/28,,,,,2,0,2,0,0,0,2,24.5,8.15
1997,1998,1998/04/28,,,1998/05/22,46.5,,0,0,0,3,0,3,3,47.3,6.35
1996,1997,1997/04/30,1997/07/03,50,1997/07/03,50,,1.5,0,1.5,2,0,2,3.5,51.6,6.78
1995,1996,,,,,,,2.5,0,2.5,1,0,1,3.5,42.4,8.25
1994,1995,1995/05/20,,,1995/10/18,10,,0,0,0,3.5,0,3.5,3.5,,
1993,1994,1994/05/28,,,1994/10/01,10,,0,0,0,2.95,0,2.95,2.95,,
1992,1993,1993/11/04,,,1993/11/10,10,,0,0,0,1.06,0,1.06,1.06,,
