盈餘所屬年度,股利發放年度,股東會日期,除息交易日,除息參考價(元),除權交易日,除權參考價(元),現金股利發放日,現金股利盈餘,現金股利公積,現金股利合計,股票股利盈餘,股票股利公積,股票股利合計,股利合計,發放年度平均股價,年均殖利率(%)
2017,2018,2018/06/06,,,,,,0.4,0,0.4,0,0,0,0.4,22.9,1.75
2016,2017,2017/06/13,2017/08/08,22.6,,,2017/09/06,0.7,0,0.7,0,0,0,0.7,23.4,3
2015,2016,2016/06/07,2016/09/05,24.8,,,2016/10/07,0.7,0,0.7,0,0,0,0.7,25.6,2.74
2014,2015,2015/06/03,2015/09/03,26.7,,,2015/10/07,0.7,0,0.7,0,0,0,0.7,27.4,2.56
2013,2014,2014/06/24,2014/09/04,27.6,,,2014/10/07,0.5,0,0.5,0,0,0,0.5,28.1,1.78
2012,2013,2013/06/04,2013/09/05,28.6,,,,0.4,0,0.4,0,0,0,0.4,29.3,1.37
2011,2012,2012/05/30,2012/09/05,30.75,,,,0.5,0,0.5,0,0,0,0.5,32.5,1.54
2010,2011,2011/05/31,2011/09/05,34.65,,,,0.4,0,0.4,0,0,0,0.4,40.2,1
2009,2010,2010/05/26,2010/09/03,44.75,,,,0.2,0,0.2,0,0,0,0.2,41.1,0.49
2008,2009,2009/05/26,2009/09/03,29.5,,,,0.5,0,0.5,0,0,0,0.5,35.3,1.42
2007,2008,2008/05/27,2008/09/04,37.3,,,,0.68,0,0.68,0,0,0,0.68,40.8,1.68
2006,2007,2007/05/30,2007/09/05,26.45,,,,0.8,0,0.8,0,0,0,0.8,33.7,2.37
2005,2006,2006/05/26,2006/09/05,31,,,,0.7,0,0.7,0,0,0,0.7,31.5,2.22
2004,2005,2005/05/31,2005/09/05,28.5,,,,0.3,0,0.3,0,0,0,0.3,25.3,1.19
2003,2004,2004/05/28,,,,,,0,0,0,0,0,0,0,17.8,0
2002,2003,2003/05/30,,,,,,0,0,0,0,0,0,0,9.61,0
2001,2002,2002/05/30,,,,,,0,0,0,0,0,0,0,8.26,0
2000,2001,2001/04/27,,,,,,0,0,0,0,0,0,0,8.26,0
1999,2000,2000/04/26,,,,,,0,0,0,0,0,0,0,10.8,0
1998,1999,1999/04/30,,,,,,0,0,0,0,0.5,0.5,0.5,16.6,3
1997,1998,1998/04/20,,,1998/09/05,,,0,0,0,0,0.5,0.5,0.5,29.8,1.68
1996,1997,1997/04/30,,,1997/08/14,,,0,0,0,0,1,1,1,36.7,2.72
1995,1996,1996/04/23,1996/05/15,,,,,0.5,0,0.5,0,0,0,0.5,37.4,1.34
1994,1995,1995/04/25,1995/05/26,,,,,0.5,0,0.5,0,0,0,0.5,33.3,1.5
1993,1994,1994/04/29,1994/05/24,51.5,,,,0.5,0,0.5,0,0,0,0.5,51.5,0.97
1992,1993,1993/04/26,1993/05/19,47.3,,,,0.8,0,0.8,0,0,0,0.8,47.2,1.69
1991,1992,1992/04/21,1992/05/15,53.5,,,,1,0,1,0,0,0,1,47.8,2.09
1990,1991,1991/04/30,1991/05/31,56.81,,,,1,0,1,0,0,0,1,52,1.92
1989,1990,,,,,,,1,0,1,0,1,1,2,,
1988,1989,,,,,,,1.8,0,1.8,0,0,0,1.8,,
1987,1988,,,,,,,0.5,0,0.5,1,0,1,1.5,,
1986,1987,,,,,,,0.6,0,0.6,0,0,0,0.6,,
