盈餘所屬年度,股利發放年度,股東會日期,除息交易日,除息參考價(元),除權交易日,除權參考價(元),現金股利發放日,現金股利盈餘,現金股利公積,現金股利合計,股票股利盈餘,股票股利公積,股票股利合計,股利合計,發放年度平均股價,年均殖利率(%)
2017,2018,2018/06/29,2018/07/19,18,,,2018/08/21(即將發放),0,2,2,0,0,0,2,14,14.27
2016,2017,2017/06/28,2017/08/30,12.45,,,2017/09/26,0.1,0,0.1,0,0,0,0.1,12.5,0.8
2015,2016,2016/06/28,2016/08/26,10.9,,,2016/09/30,0.2,0,0.2,0,0,0,0.2,11.7,1.71
2014,2015,2015/06/23,2015/09/21,13.3,,,2015/10/27,0.5,0,0.5,0,0,0,0.5,17.1,2.92
2013,2014,2014/06/30,,,,,,0,0,0,0,0,0,0,18.4,0
2012,2013,2013/06/24,,,,,,0,0,0,0,0,0,0,12,0
2011,2012,2012/06/26,,,,,,0,0,0,0,0,0,0,10.5,0
2010,2011,2011/06/28,2011/09/13,11.7,,,,0.5,0,0.5,0,0,0,0.5,22.3,2.25
2009,2010,2010/06/29,2010/08/31,,2010/08/31,0.48,,0.11,0,0.11,0.44,0,0.44,0.55,33.2,1.65
2008,2009,2009/06/26,,,,,,0.52,0,0.52,0,0,0,0.52,,
2007,2008,2008/06/25,,,,,,0.3,0,0.3,0.3,0,0.3,0.6,,
