盈餘所屬年度,股利發放年度,股東會日期,除息交易日,除息參考價(元),除權交易日,除權參考價(元),現金股利發放日,現金股利盈餘,現金股利公積,現金股利合計,股票股利盈餘,股票股利公積,股票股利合計,股利合計,發放年度平均股價,年均殖利率(%)
2017,2018,2018/06/29,2018/09/19(即將除息),,,,2018/10/17(即將發放),0.15,0.1,0.25,0,0,0,0.25,9.86,2.54
2016,2017,2017/06/28,2017/09/20,10.6,,,2017/10/18,0.09,0.11,0.2,0,0,0,0.2,10,2
2015,2016,2016/06/27,2016/09/02,9.38,,,2016/10/07,0.32,0.08,0.4,0,0,0,0.4,9.5,4.21
2014,2015,2015/06/24,2015/09/09,9.7,,,2015/10/07,0.2,0.2,0.39,0,0,0,0.39,10.5,3.71
2013,2014,2014/06/26,2014/08/27,10.45,,,2014/09/24,0.1,0.2,0.3,0,0,0,0.3,11.1,2.69
2012,2013,2013/06/21,,,,,,0,0,0,0,0,0,0,8.96,0
2011,2012,2012/06/19,,,,,,0,0,0,0,0,0,0,7.89,0
2010,2011,2011/06/10,,,,,,0,0,0,0,0,0,0,9.57,0
2009,2010,2010/06/24,,,,,,0,0,0,0,0,0,0,13.4,0
2008,2009,2009/06/22,2009/09/15,11.2,,,,0.3,0,0.3,0,0,0,0.3,10.3,2.91
2007,2008,2008/06/19,2008/09/22,10.5,2008/09/22,10.5,,1.1,0,1.1,0.4,0,0.4,1.5,14,10.67
2006,2007,2007/06/15,2007/08/07,24.9,2007/08/07,24.9,,1.3,0,1.3,0.56,0,0.56,1.86,27.1,6.87
2005,2006,2006/06/09,2006/07/27,21.7,2006/07/27,21.7,,0.77,0,0.77,0.68,0,0.68,1.45,24.6,5.9
2004,2005,2005/06/10,2005/07/26,19.7,2005/07/26,19.7,,0.76,0,0.76,0.12,0.55,0.67,1.43,20.5,7.01
2003,2004,2004/06/15,2004/08/06,19.3,2004/08/06,19.3,,1,0,1,0.2,0.3,0.5,1.5,23.6,6.35
2002,2003,2003/05/23,2003/09/23,22.9,2003/09/23,22.9,,0.8,0,0.8,1.2,0,1.2,2,23.3,8.57
2001,2002,2002/06/04,,,2002/07/23,28,,0,0,0,2,0,2,2,33.2,6.03
2000,2001,2001/06/30,2001/11/05,29,2001/11/05,29,,0.5,0,0.5,2,0,2,2.5,,
1999,2000,2000/06/03,,,2000/07/18,24.5,,0,0,0,3,0,3,3,,
1998,1999,,,,,,,0.5,0,0.5,0,0,0,0.5,,
