盈餘所屬年度,股利發放年度,股東會日期,除息交易日,除息參考價(元),除權交易日,除權參考價(元),現金股利發放日,現金股利盈餘,現金股利公積,現金股利合計,股票股利盈餘,股票股利公積,股票股利合計,股利合計,發放年度平均股價,年均殖利率(%)
2017,2018,2018/06/05,2018/08/08,30.05,,,2018/08/31(即將發放),2.1,0,2.1,0,0,0,2.1,30.9,6.8
2016,2017,2017/06/08,2017/08/08,32.15,,,2017/08/31,3,0,3,0,0,0,3,31.7,9.46
2015,2016,2016/06/14,2016/08/04,27,,,2016/08/31,2,0,2,0,0,0,2,29.1,6.87
2014,2015,2015/06/17,2015/08/06,24.5,,,2015/08/31,1.8,0,1.8,0,0,0,1.8,25.4,7.08
2013,2014,2014/06/11,2014/08/06,24.9,,,2014/08/29,2,0,2,0,0,0,2,24.5,8.18
2012,2013,2013/06/10,2013/08/01,27.2,,,,1.8,0,1.8,0,0,0,1.8,27.2,6.62
2011,2012,2012/06/06,2012/08/08,27,,,,2.1,0,2.1,0,0,0,2.1,27.4,7.68
2010,2011,2011/06/09,2011/08/22,25.45,,,,2,0,2,0,0,0,2,27,7.42
2009,2010,2010/06/11,2010/08/04,29.5,,,,2,0,2,0,0,0,2,29,6.88
2008,2009,2009/06/10,2009/08/04,26.6,,,,2,0,2,0,0,0,2,24.7,8.1
2007,2008,2008/06/13,2008/07/31,23,,,,2.8,0,2.8,0,0,0,2.8,25.9,10.81
2006,2007,2007/06/14,2007/08/02,42.9,,,,2.1,0,2.1,0,0,0,2.1,37.6,5.59
2005,2006,2006/06/14,2006/08/02,27.4,,,,2.5,0,2.5,0,0,0,2.5,28.8,8.68
2004,2005,2005/06/10,2005/08/02,23.8,,,,1.5,0,1.5,0,0,0,1.5,24.7,6.08
2003,2004,2004/06/03,2004/07/19,31.47,2004/07/19,31.47,,3.5,0,3.5,0.5,0,0.5,4,40.4,9.89
2002,2003,2003/06/20,2003/07/08,68.5,2003/07/08,68.5,,3,0,3,1.5,0,1.5,4.5,60.2,7.48
2001,2002,2002/06/10,2002/07/31,,,,,2,0,2,0,0,0,2,55.3,3.61
2000,2001,2001/07/03,2001/09/25,,2001/09/25,,,0.5,0,0.5,0.5,0,0.5,1,,
1999,2000,2000/07/20,,,2000/12/27,,,0,0,0,2.56,0,2.56,2.56,,
