盈餘所屬年度,股利發放年度,股東會日期,除息交易日,除息參考價(元),除權交易日,除權參考價(元),現金股利發放日,現金股利盈餘,現金股利公積,現金股利合計,股票股利盈餘,股票股利公積,股票股利合計,股利合計,發放年度平均股價,年均殖利率(%)
2017,2018,2018/06/26,2018/09/21(即將除息),,,,2018/10/23(即將發放),0.2,0,0.2,0,0,0,0.2,16.1,1.24
2016,2017,2017/06/14,2017/09/22,22.85,,,2017/10/25,0.2,0,0.2,0,0,0,0.2,19.5,1.02
2015,2016,2016/06/06,2016/07/21,18.9,,,2016/08/19,0.1,0,0.1,0,0,0,0.1,18.5,0.54
2014,2015,2015/06/10,,,,,,0,0,0,0,0,0,0,11.6,0
2013,2014,2014/05/29,,,,,,0,0,0,0,0,0,0,12,0
2012,2013,2013/06/24,,,,,,0,0,0,0,0,0,0,9.7,0
2011,2012,2012/06/05,,,,,,0,0,0,0,0,0,0,9.31,0
2010,2011,2011/06/17,,,,,,0,0,0,0,0,0,0,14.4,0
2009,2010,2010/06/17,,,,,,0,0,0,0,0,0,0,18.5,0
2008,2009,2009/06/19,,,,,,0,0,0,0,0,0,0,17,0
2007,2008,2008/06/19,2008/08/14,29.85,2008/08/14,29.85,,1.39,0,1.39,0.2,0,0.2,1.59,26.4,6.03
2006,2007,2007/06/13,2007/08/13,36.5,2007/08/13,36.5,,0.99,0,0.99,0.99,0,0.99,1.98,40,4.95
2005,2006,2006/06/21,2006/08/16,21.95,2006/08/16,21.95,,1,0,1,1,0,1,2,24,8.35
2004,2005,2005/06/17,,,2005/08/25,19.28,,0,0,0,0.6,0.4,1,1,19.1,5.24
2003,2004,2004/06/03,,,,,,0,0,0,0,0,0,0,13.3,0
2002,2003,2003/06/17,,,,,,0,0,0,0,0,0,0,,
2001,2002,2002/06/21,,,,,,0,0,0,0,0,0,0,,
