盈餘所屬年度,股利發放年度,股東會日期,除息交易日,除息參考價(元),除權交易日,除權參考價(元),現金股利發放日,現金股利盈餘,現金股利公積,現金股利合計,股票股利盈餘,股票股利公積,股票股利合計,股利合計,發放年度平均股價,年均殖利率(%)
2017,2018,2018/06/26,,,,,,0,0,0,0,0,0,0,6.94,0
2016,2017,2017/06/27,,,,,,0,0,0,0,0,0,0,5.14,0
2015,2016,2016/06/30,,,,,,0,0,0,0,0,0,0,5.28,0
2014,2015,2015/06/24,,,,,,0,0,0,0,0,0,0,6.24,0
2013,2014,2014/06/23,,,,,,0,0,0,0,0,0,0,10.2,0
2012,2013,2013/06/19,,,,,,0,0,0,0,0,0,0,10.2,0
2011,2012,2012/06/19,,,,,,0,0,0,0,0,0,0,11,0
2010,2011,2011/06/22,,,,,,0,0,0,0,0,0,0,14.2,0
2009,2010,2010/06/17,,,2010/07/26,25.25,,0,0,0,0.27,0,0.27,0.27,27,1
2008,2009,2009/06/19,,,,,,0,0,0,0,0,0,0,19.7,0
2007,2008,2008/06/13,,,2008/07/29,18.25,,0,0,0,0.1,0,0.1,0.1,18.9,0.53
2006,2007,2007/06/15,,,,,,0,0,0,0,0,0,0,42.6,0
2005,2006,2006/05/09,,,2006/08/04,26.65,,0,0,0,1,0,1,1,34.8,2.88
2004,2005,2005/06/10,,,2005/08/11,35,,0,0,0,0.85,0,0.85,0.85,29.5,2.88
2003,2004,2004/06/15,,,,,,0,0,0,0,0,0,0,22.6,0
2002,2003,2003/06/30,,,,,,0,0,0,0,0,0,0,13.9,0
2001,2002,2002/06/11,,,,,,0,0,0,0,0,0,0,7.57,0
2000,2001,2001/06/11,,,,,,0,0,0,0,0,0,0,4.29,0
1999,2000,2000/04/26,,,2000/06/05,9.95,,0,0,0,1,0,1,1,7.94,12.59
1998,1999,,,,,,,0,0,0,1,0,1,1,,
1997,1998,,,,,,,0,0,0,0.8,0.2,1,1,,
1996,1997,,,,,,,0,0,0,0.8,0.2,1,1,,
1995,1996,,,,,,,0,0,0,0.8,0.2,1,1,,
1994,1995,,,,,,,0,0,0,1,0,1,1,,
