盈餘所屬年度,股利發放年度,股東會日期,除息交易日,除息參考價(元),除權交易日,除權參考價(元),現金股利發放日,現金股利盈餘,現金股利公積,現金股利合計,股票股利盈餘,股票股利公積,股票股利合計,股利合計,發放年度平均股價,年均殖利率(%)
2017,2018,2018/06/22,,,,,,2.5,0,2.5,0,0,0,2.5,43.7,5.73
2016,2017,2017/06/23,2017/07/27,39.25,,,2017/08/23,3,0,3,0,0,0,3,41.9,7.15
2015,2016,2016/06/23,2016/07/26,22.9,,,2016/08/19,2,0,2,0,0,0,2,27.6,7.24
2014,2015,2015/06/26,2015/08/24,19.4,,,2015/09/18,1.3,0,1.3,0,0,0,1.3,20.6,6.32
2013,2014,2014/06/25,2014/08/29,16.15,,,2014/09/26,1,0,1,0,0,0,1,16.3,6.15
2012,2013,2013/06/20,2013/07/29,14.95,,,,0.5,0,0.5,0,0,0,0.5,15.1,3.3
2011,2012,2012/06/22,2012/08/23,21.5,,,,0.7,0,0.7,0,0,0,0.7,20.1,3.47
2010,2011,2011/06/15,2011/09/01,17.9,,,,0.4,0,0.4,0,0,0,0.4,15.9,2.52
2009,2010,2010/06/18,2010/08/19,19.05,,,,1.18,0,1.18,0,0,0,1.18,21.2,5.58
2008,2009,2009/06/16,2009/08/10,29,,,,0.99,0,0.99,0,0,0,0.99,22.8,4.36
2007,2008,2008/06/13,2008/08/01,16.45,,,,1.41,0,1.41,0,0,0,1.41,18.8,7.5
2006,2007,2007/05/30,2007/07/10,37.75,,,,0.57,0,0.57,0,0,0,0.57,30.8,1.85
2005,2006,2006/04/21,2006/06/26,11.85,2006/06/26,11.85,,0.84,0,0.84,0.42,0,0.42,1.26,15.7,8.04
2004,2005,2005/05/20,2005/07/06,24.95,2005/07/06,24.95,,0.47,0,0.47,0.28,0,0.28,0.75,23.2,3.22
2003,2004,2004/05/19,2004/08/17,12.3,,,,0.2,0,0.2,0,0,0,0.2,14.7,1.39
2002,2003,2003/05/21,2003/07/02,18.3,2003/07/02,18.3,,1,0,1,1,0,1,2,19.5,10.25
2001,2002,2002/05/10,2002/06/27,26.3,2002/06/27,26.3,,1,0,1,1,0,1,2,39.1,5.11
2000,2001,2001/05/10,,,,,,0,0,0,0.5,0,0.5,0.5,,
1999,2000,,,,,,,0,0,0,0,0,0,0,,
1998,1999,,,,,,,0,0,0,0,0,0,0,,
