盈餘所屬年度,股利發放年度,股東會日期,除息交易日,除息參考價(元),除權交易日,除權參考價(元),現金股利發放日,現金股利盈餘,現金股利公積,現金股利合計,股票股利盈餘,股票股利公積,股票股利合計,股利合計,發放年度平均股價,年均殖利率(%)
2017,2018,2018/06/26,,,,,,0,0,0,0,0,0,0,7.61,0
2016,2017,2017/06/28,,,,,,0,0,0,0,0,0,0,7.63,0
2015,2016,2016/06/28,,,2016/09/07,7.83,,0,0,0,0,0.15,0.15,0.15,7.92,1.89
2014,2015,2015/06/25,,,,,,0,0,0,0,0,0,0,7.5,0
2013,2014,2014/06/26,,,,,,0,0,0,0,0,0,0,9,0
2012,2013,2013/06/28,,,,,,0,0,0,0,0,0,0,9.98,0
2011,2012,2012/06/27,,,,,,0,0,0,0,0,0,0,9.99,0
2010,2011,2011/06/17,,,,,,0,0,0,0,0,0,0,12,0
2009,2010,2010/06/17,,,,,,0,0,0,0,0,0,0,12.9,0
2008,2009,2009/06/19,,,,,,0,0,0,0,0,0,0,10.9,0
2007,2008,2008/06/30,,,,,,0,0,0,0,0,0,0,9.44,0
2006,2007,2007/06/13,,,,,,0,0,0,0,0,0,0,11.3,0
2005,2006,,,,,,,0,0,0,0,0,0,0,6.92,0
2004,2005,2005/05/31,,,,,,0,0,0,0,0,0,0,7.19,0
2003,2004,2004/06/01,,,,,,0,0,0,0,0,0,0,7.88,0
2002,2003,2003/05/29,,,,,,0,0,0,0,0,0,0,8.61,0
2001,2002,2002/05/30,,,,,,0,0,0,0,0,0,0,6.07,0
2000,2001,2001/05/29,,,,,,0,0,0,0,0,0,0,5.88,0
1999,2000,2000/05/31,,,2000/08/08,,,0,0,0,0.2,0.3,0.5,0.5,9.77,5.12
1998,1999,1999/05/27,,,,,,0,0,0,0.22,0.28,0.5,0.5,12.8,3.9
1997,1998,1998/05/27,,,,,,0,0,0,0.89,0.56,1.45,1.45,20.9,6.94
1996,1997,1997/05/22,,,1997/07/21,21.3,,0,0,0,0.5,1,1.5,1.5,23.1,6.49
1995,1996,1996/06/17,,,1996/08/03,,,0,0,0,0.7,0,0.7,0.7,21.5,3.26
1994,1995,1995/05/25,,,1995/07/18,28.3,,0,0,0,1,1,2,2,25,8
1993,1994,1994/05/26,1994/06/14,,1994/08/09,,,1,0,1,0,1.08,1.08,2.08,31.6,6.56
1992,1993,1993/06/05,1993/06/22,,1993/12/09,,,0.6,0,0.6,0,1,1,1.6,34.5,4.64
1991,1992,1992/06/16,1992/06/30,46.2,1992/08/15,38.3,,1,0,1,0,0.6,0.6,1.6,44.8,3.57
1990,1991,1991/05/21,1991/06/06,81.5,1991/08/30,55.09,,0.5,0,0.5,0,1.98,1.98,2.48,57.8,4.29
1989,1990,,,,,,,1,0,1,0,2.67,2.67,3.67,,
1988,1989,,,,,,,0,0,0,2.17,0,2.17,2.17,,
1987,1988,,,,,,,0,0,0,2.5,0,2.5,2.5,,
1985,1986,,,,,,,0,0,0,0.75,0,0.75,0.75,,
1984,1985,,,,,,,0,0,0,0,0,0,0,,
