盈餘所屬年度,股利發放年度,股東會日期,除息交易日,除息參考價(元),除權交易日,除權參考價(元),現金股利發放日,現金股利盈餘,現金股利公積,現金股利合計,股票股利盈餘,股票股利公積,股票股利合計,股利合計,發放年度平均股價,年均殖利率(%)
2017,2018,2018/06/13,2018/07/12,48.1,,,2018/08/08,1.4,0.1,1.5,0,0,0,1.5,57.3,2.62
2016,2017,2017/06/19,2017/07/24,59.2,,,2017/08/18,1.8,0,1.8,0,0,0,1.8,66.6,2.71
2015,2016,2016/06/20,2016/07/25,67.4,,,2016/08/19,2.4,0,2.4,0,0,0,2.4,65,3.69
2014,2015,2015/06/11,2015/07/27,85.4,2015/07/27,85.4,2015/08/24,1.9,0,1.9,0.9,0,0.9,2.8,87.4,3.21
2013,2014,2014/06/09,2014/07/25,72.5,2014/07/25,72.5,2014/08/22,1.5,0,1.5,0.7,0,0.7,2.2,66.7,3.3
2012,2013,2013/06/25,2013/08/02,43.2,,,,1,0,1,0,0,0,1,42.5,2.36
2011,2012,2012/06/22,2012/07/23,31.2,2012/07/23,31.2,,1,0,1,1.5,0,1.5,2.5,35.3,7.08
2010,2011,2011/06/15,2011/07/14,48,2011/07/14,48,,2.5,0,2.5,1.5,0,1.5,4,47.3,8.46
2009,2010,2010/06/17,2010/07/16,43.65,,,,1.2,0,1.2,0,0,0,1.2,43.5,2.75
2008,2009,2009/06/19,2009/07/20,18.75,2009/07/20,18.75,,1,0,1,0.5,0,0.5,1.5,21,7.14
2007,2008,2008/06/13,2008/07/16,27.65,2008/07/16,27.65,,2,0,2,0.8,0,0.8,2.8,29.8,9.38
2006,2007,2007/06/15,2007/07/13,46.35,2007/07/13,46.35,,1.95,0,1.95,0.44,0,0.44,2.39,41.8,5.72
2005,2006,2006/05/30,2006/07/06,32.45,2006/07/06,32.45,,0.99,0,0.99,2.02,0,2.02,3.01,35.1,8.57
2004,2005,2005/05/20,2005/06/28,25.3,2005/06/28,25.3,,1.12,0,1.12,1.12,0,1.12,2.24,28.3,7.93
2003,2004,2004/04/15,2004/05/21,38.8,2004/05/21,38.8,,0.5,0,0.5,2.06,0.43,2.48,2.98,38.3,7.79
2002,2003,2003/05/15,2003/07/08,39.3,2003/07/08,39.3,,0.48,0,0.48,1.63,0.29,1.92,2.4,41.7,5.75
2001,2002,2002/04/30,,,2002/09/17,36.8,,0,0,0,1.98,0.52,2.5,2.5,48,5.21
2000,2001,2001/05/07,,,2001/06/15,,,0,0,0,2.1,0,2.1,2.1,,
1999,2000,,,,,,,0,0,0,2.9,0,2.9,2.9,,
1998,1999,,,,,,,0,0,0,4.6,0,4.6,4.6,,
