盈餘所屬年度,股利發放年度,股東會日期,除息交易日,除息參考價(元),除權交易日,除權參考價(元),現金股利發放日,現金股利盈餘,現金股利公積,現金股利合計,股票股利盈餘,股票股利公積,股票股利合計,股利合計,發放年度平均股價,年均殖利率(%)
2017,2018,2018/06/15,,,,,,2,0,2,0.7,0,0.7,2.7,36.6,7.38
2016,2017,2017/06/15,2017/08/29,30.95,,,2017/09/29,1.5,0,1.5,0,0,0,1.5,31.6,4.75
2015,2016,2016/06/24,2016/08/26,27.45,,,2016/09/29,0.7,0,0.7,0,0,0,0.7,25.6,2.73
2014,2015,2015/06/09,2015/08/27,17.05,,,2015/09/25,1,0,1,0,0,0,1,22.4,4.47
2013,2014,2014/06/04,2014/08/28,27.55,2014/08/28,27.55,2014/09/26,1,0,1,3,0,3,4,29.9,13.37
2012,2013,2013/06/11,2013/08/29,24.9,,,,1.2,0,1.2,0,0,0,1.2,26.2,4.58
2011,2012,2012/06/20,2012/08/30,27.75,2012/08/30,27.75,,1.19,0,1.19,0.5,0,0.5,1.68,28.3,5.96
2010,2011,2011/06/17,2011/08/19,33.85,2011/08/19,33.85,,1.19,0,1.19,0.49,0,0.49,1.68,31.4,5.35
2009,2010,2010/06/18,2010/08/10,32.1,2010/08/10,32.1,,1.2,0,1.2,0.5,0,0.5,1.7,31.1,5.46
2008,2009,2009/06/04,2009/08/12,32.75,2009/08/12,32.75,,1.2,0,1.2,0.5,0,0.5,1.7,32.8,5.18
2007,2008,2008/05/30,2008/08/14,32.4,2008/08/14,32.4,,1.48,0,1.48,0.49,0,0.49,1.97,35.4,5.58
2006,2007,2007/06/15,2007/08/27,45.35,2007/08/27,45.35,,0.99,0,0.99,0.5,0,0.5,1.49,33.4,4.47
2005,2006,2006/06/09,2006/08/02,12.55,,,,1.09,0,1.09,0,0,0,1.09,13.5,8.06
2004,2005,2005/06/14,2005/08/29,9.55,,,,0.31,0,0.31,0,0,0,0.31,9.53,3.21
2003,2004,2004/06/11,2004/08/17,7.75,2004/08/17,7.75,,0.2,0,0.2,0.3,0,0.3,0.5,8.69,5.75
2002,2003,,2003/07/23,8.55,,,,0.5,0,0.5,0,0,0,0.5,9.17,5.45
2001,2002,2002/06/25,2002/07/29,,,,,1,0,1,0,0,0,1,10.1,9.86
2000,2001,,,,,,,0.45,0,0.45,0.45,0,0.45,0.9,9.57,9.4
1999,2000,,,,,,,0.65,0,0.65,0,0.46,0.46,1.11,10.9,10.17
1998,1999,,,,,,,0.4,0,0.4,0.3,0.2,0.5,0.9,12.2,7.39
1997,1998,,,,,,,0,0,0,0.5,0.6,1.1,1.1,17.2,6.4
1996,1997,,,,,,,0,0,0,0.8,0.3,1.1,1.1,21.4,5.13
1995,1996,1996/06/12,1996/07/31,,1996/07/25,,,0.4,0,0.4,0.4,0,0.4,0.8,19,4.22
1994,1995,,,,,,,0,0,0,0.3,0.3,0.6,0.6,20,3
1993,1994,1994/06/02,,,1994/08/20,,,0,0,0,0.15,0.35,0.5,0.5,22.9,2.18
1992,1993,1993/06/22,,,,,,0,0,0,0.6,0.4,1,1,24,4.17
1991,1992,1992/05/30,,,1992/11/11,,,0,0,0,1.4,0.6,2,2,35.9,5.57
1990,1991,1991/06/01,,,1991/09/21,,,0,0,0,1.4,1,2.4,2.4,41.7,5.76
1989,1990,,,,,,,0.5,0,0.5,0.5,1,1.5,2,,
1988,1989,,,,,,,1,0,1,0.5,0,0.5,1.5,,
1987,1988,,,,,,,0.5,0,0.5,1,0,1,1.5,,
1986,1987,,,,,,,0,0,0,0,0,0,0,,
1984,1985,,,,,,,0.3,0,0.3,0,0,0,0.3,,
1983,1984,,,,,,,0.4,0,0.4,0,0,0,0.4,,
