盈餘所屬年度,股利發放年度,股東會日期,除息交易日,除息參考價(元),除權交易日,除權參考價(元),現金股利發放日,現金股利盈餘,現金股利公積,現金股利合計,股票股利盈餘,股票股利公積,股票股利合計,股利合計,發放年度平均股價,年均殖利率(%)
2017,2018,2018/06/26,,,,,,1.8,0,1.8,1,0,1,2.8,46.8,5.98
2016,2017,2017/06/16,2017/08/30,34.5,2017/08/30,34.5,2017/10/05,1.5,0,1.5,0.5,0,0.5,2,35.3,5.66
2015,2016,2016/06/24,2016/07/21,23,,,2016/08/19,1.15,0,1.15,0,0,0,1.15,24.4,4.71
2014,2015,2015/06/24,2015/08/31,24.4,2015/08/31,24.4,2015/10/02,2.4,0,2.4,0.9,0,0.9,3.3,29,11.38
2013,2014,2014/06/24,2014/07/22,28.7,,,2014/08/20,1.15,0,1.15,0,0,0,1.15,30,3.83
2012,2013,2013/06/14,2013/07/18,30.1,,,,2.2,0,2.2,0,0,0,2.2,30.3,7.26
2011,2012,2012/06/27,2012/07/19,27.55,,,,1.6,0,1.6,0,0,0,1.6,29.5,5.43
2010,2011,2011/06/10,2011/07/19,29,,,,1.6,0,1.6,0,0,0,1.6,28.5,5.62
2009,2010,2010/06/25,2010/07/19,30.2,,,,1.4,0,1.4,0,0,0,1.4,31.1,4.5
2008,2009,2009/06/16,2009/08/14,31.8,,,,1.5,0,1.5,0,0,0,1.5,32.4,4.62
2007,2008,2008/06/19,2008/08/18,32,,,,2,0,2,0,0,0,2,34.7,5.76
2006,2007,2007/06/13,2007/08/14,43.4,,,,1.2,0,1.2,0,0,0,1.2,38.1,3.15
2005,2006,2006/06/14,2006/09/04,20,,,,1.05,0,1.05,0,0,0,1.05,23.3,4.5
2004,2005,2005/06/24,2005/09/05,11.75,2005/09/05,11.75,,0.42,0,0.42,0.28,0,0.28,0.7,11.6,6.01
2003,2004,2004/06/15,,,,,,0,0,0,0,0,0,0,11.2,0
2002,2003,2003/06/10,,,2003/09/01,9.95,,0,0,0,0.3,0,0.3,0.3,11.1,2.71
2001,2002,2002/06/26,,,2002/08/16,11.49,,0,0,0,0.4,0,0.4,0.4,11.1,3.6
2000,2001,2001/06/15,,,2001/08/17,11.05,,0,0,0,0.3,0,0.3,0.3,13.1,2.29
1999,2000,2000/06/15,2000/07/24,30,2000/07/24,30,,1.1,0,1.1,1,0.5,1.5,2.6,31,8.39
1998,1999,1999/06/30,,,,,,0,0,0,1.3,1.2,2.5,2.5,44.2,5.66
1997,1998,1998/05/21,,,1998/07/20,63.5,,0,0,0,1.3,0,1.3,1.3,50.3,2.58
1996,1997,1997/06/17,1997/07/03,43.4,1997/07/23,40.9,,1,0,1,0.5,0,0.5,1.5,40.5,3.7
1995,1996,1996/05/09,1996/05/23,38.4,1996/06/22,41,,1,0,1,1,0,1,2,41.5,4.82
1994,1995,1995/04/25,1995/05/10,40.8,1995/06/17,43.4,,1,0,1,0.4,0,0.4,1.4,43.9,3.19
1993,1994,1994/04/19,,,1994/06/14,37.89,,0,0,0,1.2,0,1.2,1.2,43.5,2.76
1992,1993,1993/05/14,1993/06/01,32.9,1993/08/04,30.1,,0.5,0,0.5,0.5,0,0.5,1,36,2.78
1991,1992,1992/05/05,,,1992/06/22,48.93,,0,0,0,1.5,0,1.5,1.5,45.2,3.32
1990,1991,1991/04/23,1991/05/20,60.5,1991/07/31,51.17,,1,0,1,0.5,0.15,0.65,1.65,51.5,3.2
1989,1990,,,,,,,2,0,2,1,0,1,3,,
1988,1989,,,,,,,3,0,3,0.5,0.15,0.65,3.65,,
1987,1988,,,,,,,3,0,3,0,0,0,3,,
1986,1987,,,,,,,3,0,3,0,0.17,0.17,3.17,,
1985,1986,,,,,,,1.2,0,1.2,3,0.21,3.21,4.41,,
1984,1985,,,,,,,2.46,0,2.46,1.6,0.52,2.12,4.58,,
1983,1984,,,,,,,1.2,0,1.2,0,0,0,1.2,,
