盈餘所屬年度,股利發放年度,股東會日期,除息交易日,除息參考價(元),除權交易日,除權參考價(元),現金股利發放日,現金股利盈餘,現金股利公積,現金股利合計,股票股利盈餘,股票股利公積,股票股利合計,股利合計,發放年度平均股價,年均殖利率(%)
2017,2018,2018/06/13,2018/07/11,17.5,,,2018/08/15(即將發放),0.44,0,0.44,0,0,0,0.44,18,2.44
2016,2017,2017/06/16,2017/07/11,15.65,,,2017/08/11,0.58,0,0.58,0,0,0,0.58,16.1,3.6
2015,2016,2016/06/22,2016/07/26,14.5,,,2016/08/24,0.41,0,0.41,0,0,0,0.41,15.1,2.71
2014,2015,2015/06/23,2015/07/16,16.35,,,2015/08/21,0.55,0,0.55,0,0,0,0.55,16.4,3.35
2013,2014,2014/06/17,2014/07/17,16.5,,,,0.48,0,0.48,0,0,0,0.48,16.8,2.86
2012,2013,2013/06/17,2013/07/18,15,,,,0.45,0,0.45,0,0,0,0.45,15.1,2.97
2011,2012,2012/06/20,2012/07/18,10.8,,,,0.31,0,0.31,0,0,0,0.31,11.6,2.68
2010,2011,2011/06/22,2011/07/18,13.05,,,,0.36,0,0.36,0,0,0,0.36,12.7,2.83
2009,2010,2010/06/18,2010/07/08,11.7,,,,0.13,0,0.13,0,0,0,0.13,12.4,1.05
2008,2009,2009/06/19,2009/07/16,10.4,,,,0.1,0,0.1,0,0,0,0.1,9.86,1.01
2007,2008,2008/06/13,2008/07/10,10.45,,,,0.3,0,0.3,0,0,0,0.3,11.3,2.66
2006,2007,2007/06/15,2007/07/12,18.55,,,,0.25,0,0.25,0,0,0,0.25,14.4,1.73
2005,2006,2006/06/30,2006/07/17,9.35,,,,0.5,0,0.5,0,0,0,0.5,9.42,5.31
2004,2005,2005/06/06,2005/06/22,9.9,,,,0.5,0,0.5,0,0,0,0.5,9.75,5.13
2003,2004,2004/06/15,2004/07/06,9.25,,,,0.15,0,0.15,0,0,0,0.15,10.4,1.44
2002,2003,2003/06/11,2003/06/27,8,,,,0.4,0,0.4,0,0,0,0.4,8.57,4.67
2001,2002,2002/06/05,2002/06/27,8.6,,,,0.4,0,0.4,0,0,0,0.4,8.85,4.52
2000,2001,2001/04/23,2001/05/22,7.05,,,,0.7,0,0.7,0,0,0,0.7,7.53,9.3
1999,2000,,,,,,,0,0,0,0.7,0,0.7,0.7,12,5.81
1998,1999,1999/04/26,,,1999/06/16,21.7,,0,0,0,0.4,0,0.4,0.4,19.9,2.01
1997,1998,1998/04/27,,,1997/06/23,33.5,,0,0,0,0.9,0.1,1,1,36.9,2.71
1996,1997,1997/04/28,,,,,,0,0,0,0.8,0.2,1,1,47.6,2.1
1995,1996,1996/04/29,,,,,,0,0,0,0.3,0.7,1,1,30.7,3.26
1994,1995,1995/04/24,,,,,,0,0,0,0.3,0.7,1,1,29.5,3.39
1993,1994,1994/04/18,,,,,,0,0,0,0.92,0.08,1,1,39.9,2.51
1992,1993,1993/04/19,1993/05/20,47.53,,,,0.47,0,0.47,0,0,0,0.47,45.6,1.03
1991,1992,1992/04/13,1992/05/05,75.62,,,,0.38,0,0.38,0,0,0,0.38,69.6,0.55
1990,1991,1991/04/22,,,1991/10/19,46.9,,0,0,0,1.73,0.27,2,2,76.8,2.6
1989,1990,1990/04/17,,,1990/12/10,89.5,,0,0,0,5,0,5,5,,
1987,1988,,,,,,,1,0,1,3.6,0,3.6,4.6,,
