盈餘所屬年度,股利發放年度,股東會日期,除息交易日,除息參考價(元),除權交易日,除權參考價(元),現金股利發放日,現金股利盈餘,現金股利公積,現金股利合計,股票股利盈餘,股票股利公積,股票股利合計,股利合計,發放年度平均股價,年均殖利率(%)
2017,2018,2018/06/15,2018/07/23(即將除息),,,,2018/08/21(即將發放),0.33,0,0.33,0,0,0,0.33,12.9,2.56
2016,2017,2017/06/14,2017/09/06,13.15,2017/09/06,13.15,2017/10/11,0.07,0,0.07,0.2,0,0.2,0.27,13.4,2.02
2015,2016,2016/06/15,2016/09/08,13.6,2016/09/08,13.6,2016/10/19,0.04,0,0.04,0.12,0,0.12,0.16,13.3,1.2
2014,2015,2015/06/02,2015/08/19,13.1,2015/08/19,13.1,2015/09/16,0.18,0,0.18,0.68,0,0.68,0.86,15.9,5.41
2013,2014,2014/06/20,2014/08/25,18.8,2014/08/25,18.8,2014/09/19,0.15,0,0.15,0.5,0,0.5,0.65,19.6,3.32
2012,2013,2013/06/20,,,,,,0,0,0,0,0,0,0,19.2,0
2011,2012,2012/06/20,,,,,,0,0,0,0,0,0,0,16.3,0
2010,2011,2011/06/24,,,,,,0,0,0,0,0,0,0,19.5,0
2009,2010,2010/06/14,,,,,,0,0,0,0,0,0,0,18.6,0
2008,2009,2009/06/16,,,,,,0,0,0,0,0,0,0,18.2,0
2007,2008,2008/06/13,,,,,,0,0,0,0,0,0,0,19,0
2006,2007,2007/06/20,,,,,,0,0,0,0,0,0,0,14.1,0
2005,2006,2006/06/27,,,,,,0,0,0,0,0,0,0,10.8,0
2004,2005,2005/06/30,,,,,,0,0,0,0,0,0,0,11,0
2003,2004,2004/06/29,,,,,,0,0,0,0,0,0,0,10.7,0
2002,2003,2003/06/27,,,,,,0,0,0,0,0,0,0,5.42,0
2001,2002,2002/06/28,,,,,,0,0,0,0,0,0,0,4.53,0
2000,2001,,,,,,,0,0,0,0,0,0,0,5.25,0
1999,2000,,,,,,,0,0,0,0,0,0,0,9.94,0
1998,1999,1999/05/12,,,,,,0,0,0,0,0,0,0,42.8,0
1997,1998,1998/04/28,,,,,,1,0,1,0,0,0,1,61.8,1.62
1996,1997,1997/04/21,1997/05/06,67,,,,1,0,1,0,0,0,1,57.3,1.75
1995,1996,1996/04/11,1996/04/27,36.4,,,,1.5,0,1.5,0,0,0,1.5,37.6,3.99
1994,1995,1995/04/14,1995/05/01,44.3,1995/06/06,39,,1,0,1,0.5,0.5,1,2,41.2,4.86
1993,1994,1994/04/20,1994/04/30,,1994/05/22,,,0.5,0,0.5,1,0,1,1.5,,
1992,1993,1993/04/19,1993/04/28,,1993/07/31,,,0.8,0,0.8,2,1,3,3.8,,
