盈餘所屬年度,股利發放年度,股東會日期,除息交易日,除息參考價(元),除權交易日,除權參考價(元),現金股利發放日,現金股利盈餘,現金股利公積,現金股利合計,股票股利盈餘,股票股利公積,股票股利合計,股利合計,發放年度平均股價,年均殖利率(%)
2017,2018,2018/06/29,,,,,,0,0,0,0,0,0,0,17.6,0
2016,2017,2017/06/27,,,,,,0,0,0,0,0,0,0,40,0
2015,2016,2016/06/27,,,,,,0,0,0,0,0,0,0,12.9,0
2014,2015,2015/05/28,,,,,,0,0,0,0,0,0,0,10.7,0
2013,2014,2014/06/30,,,,,,0,0,0,0,0,0,0,9.39,0
2012,2013,2013/06/24,,,,,,0,0,0,0,0,0,0,6.26,0
2011,2012,2012/06/28,,,,,,0,0,0,0,0,0,0,4.25,0
2010,2011,2011/06/24,,,,,,0,0,0,0,0,0,0,6.11,0
2009,2010,2010/10/20,2010/11/18,8.31,2010/11/18,8.31,,0.05,0,0.05,0.25,0,0.25,0.3,11.4,2.65
2008,2009,2009/06/25,,,,,,0,0,0,0,0,0,0,8.24,0
2007,2008,2008/06/25,,,2008/09/29,15.9,,0,0,0,0,0.41,0.41,0.41,20.1,2.02
2006,2007,2007/06/21,2007/07/10,22.55,2007/09/14,23.5,,0.65,0,0.65,0.2,0,0.2,0.85,22.3,3.82
2005,2006,2006/06/14,2006/07/03,14.95,2006/09/04,15.15,,0.65,0,0.65,0.2,0,0.2,0.85,15.7,5.43
2004,2005,2005/06/23,2005/07/12,10.45,2005/08/29,13.75,,0.21,0,0.21,0.05,0,0.05,0.26,11.9,2.17
2003,2004,2004/06/28,2004/07/26,11.95,2004/08/16,11.8,,1.2,0,1.2,0.3,0,0.3,1.5,16.4,9.1
2002,2003,2003/05/06,2003/06/02,17.6,2003/06/02,17.6,,1.3,0,1.3,0.2,0,0.2,1.5,19.8,7.55
2001,2002,2002/06/18,2002/07/16,25,2002/09/24,22.3,,0.6,0,0.6,0.9,0,0.9,1.5,25.6,5.85
2000,2001,2001/05/25,2001/06/05,,2001/11/10,,,1,0,1,1.6,0,1.6,2.6,,
1999,2000,2000/05/30,,,2000/09/30,,,0,0,0,2,0,2,2,,
1998,1999,,,,,,,0,0,0,2.73,0.27,3,3,,
