盈餘所屬年度,股利發放年度,股東會日期,除息交易日,除息參考價(元),除權交易日,除權參考價(元),現金股利發放日,現金股利盈餘,現金股利公積,現金股利合計,股票股利盈餘,股票股利公積,股票股利合計,股利合計,發放年度平均股價,年均殖利率(%)
2017,2018,2018/06/11,,,,,,1.3,0,1.3,0,0,0,1.3,21.3,6.11
2016,2017,2017/06/14,2017/08/22,18.45,,,2017/09/15,1.2,0,1.2,0,0,0,1.2,19,6.33
2015,2016,2016/06/08,2016/08/25,16.85,,,2016/09/22,1,0,1,0,0,0,1,17.4,5.76
2014,2015,2015/06/12,2015/08/25,14.35,2015/08/25,14.35,2015/09/25,0.41,0,0.41,0.41,0,0.41,0.81,19.4,4.2
2013,2014,2014/06/09,2014/07/11,17.4,,,,0.75,0.1,0.85,0,0,0,0.85,17.1,4.98
2012,2013,2013/06/13,2013/07/01,13.05,,,,0.7,0.1,0.8,0,0,0,0.8,14.9,5.35
2011,2012,2012/06/15,2012/08/06,15.2,,,,0.5,0.2,0.7,0,0,0,0.7,16.5,4.24
2010,2011,2011/06/15,2011/07/14,23.7,,,,0.7,0,0.7,0,0,0,0.7,22,3.18
2009,2010,2010/06/14,2010/07/08,33.05,,,,0.5,0,0.5,0,0,0,0.5,31.4,1.59
2008,2009,2009/06/10,2009/06/25,8.01,,,,0.5,0,0.5,0,0,0,0.5,10.2,4.92
2007,2008,2008/06/13,2008/07/09,8.48,,,,0.6,0,0.6,0,0,0,0.6,8.92,6.73
2006,2007,2007/06/13,,,,,,0,0,0,0,0,0,0,11.6,0
2005,2006,2006/06/14,,,,,,0,0,0,0,0,0,0,9.7,0
2004,2005,2005/06/14,2005/09/15,10.7,2005/09/15,10.7,,0.19,0,0.19,0.05,0.24,0.28,0.47,10.9,4.34
2003,2004,2004/06/15,,,2004/09/16,9.5,,0,0,0,0.4,0.59,1,1,12.1,8.22
2002,2003,2003/06/25,,,2003/08/28,11.85,,0,0,0,0.35,0.6,0.95,0.95,13,7.3
2001,2002,2002/05/14,,,2002/06/10,,,0,0,0,0.87,1,1.87,1.87,17.9,10.44
2000,2001,2001/05/10,,,2001/06/15,,,0,0,0,1.22,0.96,2.18,2.18,26.4,8.25
1999,2000,2000/05/22,,,2000/09/07,72,,0,0,0,1.4,0.6,2,2,75.8,2.64
1998,1999,1999/06/15,,,,,,0,0,0,0,0,0,0,,
