盈餘所屬年度,股利發放年度,股東會日期,除息交易日,除息參考價(元),除權交易日,除權參考價(元),現金股利發放日,現金股利盈餘,現金股利公積,現金股利合計,股票股利盈餘,股票股利公積,股票股利合計,股利合計,發放年度平均股價,年均殖利率(%)
2017,2018,2018/06/12,,,,,,0,0,0,0,0,0,0,8.65,0
2016,2017,2017/06/13,,,,,,0,0,0,0,0,0,0,5.24,0
2015,2016,2016/06/14,,,,,,0,0,0,0,0,0,0,3.63,0
2014,2015,2015/06/08,,,,,,0,0,0,0,0,0,0,3.15,0
2013,2014,2014/06/17,,,,,,0,0,0,0,0,0,0,4.36,0
2012,2013,2013/06/14,,,,,,0,0,0,0,0,0,0,4.72,0
2011,2012,2012/06/18,,,,,,0,0,0,0,0,0,0,4.17,0
2010,2011,2011/06/15,,,,,,0,0,0,0,0,0,0,7,0
2009,2010,2010/06/17,,,,,,0,0,0,0,0,0,0,8.47,0
2008,2009,2009/06/10,,,,,,0,0,0,0,0,0,0,7.41,0
2007,2008,2008/06/13,,,,,,0,0,0,0,0,0,0,6.24,0
2006,2007,2007/06/13,,,,,,0,0,0,0,0,0,0,8.9,0
2005,2006,2006/06/14,,,,,,0,0,0,0,0,0,0,8.95,0
2004,2005,,,,,,,0,0,0,0,0,0,0,11.1,0
2003,2004,2004/06/11,2004/08/10,12.4,2004/08/10,12.4,,0.26,0,0.26,0.26,0,0.26,0.51,16.7,3.06
2002,2003,,,,,,,0,0,0,0,0,0,0,20.3,0
2001,2002,2002/05/27,2002/07/19,22.1,2002/07/19,22.1,,0.1,0,0.1,1.5,1,2.5,2.6,26.6,9.77
2000,2001,2001/06/04,2001/07/13,55.21,2001/07/13,55.21,,0.5,0,0.5,3,0,3,3.5,55.9,6.26
1999,2000,2000/04/19,,,2000/07/21,,,0,0,0,6.5,0,6.5,6.5,155,4.19
1998,1999,1999/05/17,,,1999/07/13,,,0,0,0,3.5,1.5,5,5,174,2.87
1997,1998,1998/06/01,,,1998/07/17,,,0,0,0,3,2,5,5,143.4,3.49
1996,1997,1997/05/19,,,1997/08/02,,,0,0,0,2,1,3,3,158,1.9
1995,1996,1996/06/03,,,1996/07/25,,,0,0,0,1.5,0.5,2,2,48.8,4.1
1994,1995,1995/05/26,,,,,,0,0,0,1.5,1,2.5,2.5,,
1993,1994,1994/05/29,,,,,,0,0,0,1,0,1,1,,
1992,1993,,,,,,,0,0,0,1,1,2,2,,
