盈餘所屬年度,股利發放年度,股東會日期,除息交易日,除息參考價(元),除權交易日,除權參考價(元),現金股利發放日,現金股利盈餘,現金股利公積,現金股利合計,股票股利盈餘,股票股利公積,股票股利合計,股利合計,發放年度平均股價,年均殖利率(%)
2017,2018,2018/06/08,2018/07/12,131.5,,,2018/08/15(即將發放),7.1,0,7.1,0,0,0,7.1,131,5.42
2016,2017,2017/06/07,2017/07/11,116,,,2017/08/11,7,0,7,0,0,0,7,116,6.03
2015,2016,2016/06/08,2016/07/12,117.5,,,2016/08/12,9,0,9,0,0,0,9,115.2,7.81
2014,2015,2015/06/16,2015/07/14,131,,,2015/08/14,10,0,10,0,0,0,10,141.6,7.06
2013,2014,2014/06/06,2014/08/14,152,,,2014/09/18,6,0,6,0,0,0,6,149,4.03
2012,2013,2013/06/11,2013/08/15,117,,,,5.59,0,5.59,0,0,0,5.59,126.3,4.43
2011,2012,2012/06/06,2012/07/11,86.4,,,,4.6,0,4.6,0,0,0,4.6,95.7,4.81
2010,2011,2011/06/10,2011/07/14,82.1,,,,5.8,0,5.8,0,0,0,5.8,83.1,6.98
2009,2010,2010/06/18,2010/07/28,85.4,,,,5,0,5,0,0,0,5,92.9,5.38
2008,2009,2009/06/10,2009/08/05,83.6,2009/08/05,83.6,,4.5,0,4.5,0.05,0,0.05,4.55,71.7,6.35
2007,2008,2008/06/13,2008/08/06,57.5,2008/08/06,57.5,,8.56,0,8.56,0.1,0,0.1,8.65,79.4,10.91
2006,2007,2007/06/11,2007/07/20,161,2007/07/20,161,,8,0,8,0.2,0,0.2,8.2,151.4,5.42
2005,2006,2006/06/12,2006/07/20,133.5,2006/07/20,133.5,,7.99,0,7.99,1.1,0,1.1,9.09,177.2,5.13
2004,2005,2005/06/13,2005/07/21,131,2005/07/21,131,,5.4,0,5.4,1.35,0,1.35,6.75,141.8,4.76
2003,2004,2004/06/01,2004/08/12,78.5,2004/08/12,78.5,,2.8,0,2.8,1.4,0,1.4,4.2,109.1,3.85
2002,2003,2003/06/09,2003/08/13,84,2003/08/13,84,,1.5,0,1.5,1.5,0,1.5,3,84.1,3.57
2001,2002,2002/06/17,2002/08/21,67.79,2002/08/21,67.79,,1,0,1,2,0,2,3,96.5,3.11
2000,2001,2001/04/12,,,2001/06/13,100,,0,0,0,5,0,5,5,78.1,6.4
1999,2000,2000/06/28,,,2000/08/10,,,0,0,0,5,0,5,5,,
1998,1999,1999/06/10,,,1999/08/10,,,0,0,0,4,0,4,4,,
