盈餘所屬年度,股利發放年度,股東會日期,除息交易日,除息參考價(元),除權交易日,除權參考價(元),現金股利發放日,現金股利盈餘,現金股利公積,現金股利合計,股票股利盈餘,股票股利公積,股票股利合計,股利合計,發放年度平均股價,年均殖利率(%)
2017,2018,2018/06/20,2018/07/11,38.9,,,2018/08/07,1.8,0.2,2,0,0,0,2,40.7,4.92
2016,2017,2017/06/20,2017/07/17,41.55,,,2017/08/07,1.5,0,1.5,0,0,0,1.5,42.6,3.52
2015,2016,2016/06/22,2016/07/13,46.25,,,2016/08/08,2.5,0,2.5,0,0,0,2.5,47.2,5.3
2014,2015,2015/06/23,2015/07/13,49.6,2015/08/28,43.25,2015/08/07,2,0,2,0.5,0,0.5,2.5,50.9,4.91
2013,2014,2014/06/20,2014/07/09,61,,,,1.65,0.35,2,0,0,0,2,58,3.45
2012,2013,2013/06/11,2013/07/09,40.2,,,,1.5,0.3,1.8,0,0,0,1.8,46.7,3.86
2011,2012,2012/06/13,2012/07/05,39.35,,,,2,0,2,0,0,0,2,40.9,4.89
2010,2011,2011/06/10,2011/06/28,49.2,,,,1.8,0,1.8,0,0,0,1.8,44.3,4.06
2009,2010,,,,,,,1.5,0,1.5,0,0,0,1.5,,
2008,2009,,,,,,,1.5,0,1.5,0,0,0,1.5,,
2007,2008,,,,,,,2,0,2,0,0,0,2,,
2006,2007,,,,,,,2,0,2,0,0,0,2,,
2005,2006,,,,,,,2,0,2,0,0,0,2,,
2004,2005,,,,,,,1.5,0,1.5,0,0.5,0.5,2,,
2003,2004,,,,,,,1.5,0,1.5,0,0,0,1.5,,
2002,2003,,,,,,,1.5,0,1.5,0,0,0,1.5,,
2001,2002,,,,,,,1.5,0,1.5,0,0,0,1.5,,
2000,2001,,,,,,,1.5,0,1.5,0,0,0,1.5,,
1999,2000,,,,,,,1,0,1,0,1,1,2,,
1998,1999,,,,,,,0.3,0,0.3,0.7,1,1.7,2,,
1997,1998,,,,,,,0.5,0,0.5,0.5,1.5,2,2.5,,
1996,1997,,,,,,,1,0,1,0,1,1,2,,
1995,1996,,,,,,,1,0,1,0,1,1,2,,
1994,1995,,,,,,,1,0,1,1,0,1,2,,
1993,1994,,,,,,,1,0,1,1,0,1,2,,
1992,1993,,,,,,,1,0,1,1,0,1,2,,
1991,1992,,,,,,,1,0,1,0,0,0,1,,
1990,1991,,,,,,,0,0,0,3.82,0,3.82,3.82,,
1989,1990,,,,,,,0.5,0,0.5,3.7,0,3.7,4.2,,
1988,1989,,,,,,,0,0,0,8.3,0,8.3,8.3,,
