盈餘所屬年度,股利發放年度,股東會日期,除息交易日,除息參考價(元),除權交易日,除權參考價(元),現金股利發放日,現金股利盈餘,現金股利公積,現金股利合計,股票股利盈餘,股票股利公積,股票股利合計,股利合計,發放年度平均股價,年均殖利率(%)
2017,2018,2018/06/08,,,,,,0.8,0,0.8,0,0,0,0.8,22.3,3.59
2016,2017,2017/06/14,2017/08/29,27.1,,,2017/09/25,0.7,0,0.7,0,0,0,0.7,27,2.59
2015,2016,2016/06/13,2016/08/26,25.7,,,2016/09/22,0.35,0,0.35,0,0,0,0.35,17.8,1.97
2014,2015,2015/06/15,2015/08/31,11.65,,,2015/09/25,0.29,0,0.29,0,0,0,0.29,15.4,1.86
2013,2014,2014/06/17,2014/08/14,21.3,2014/08/14,21.3,2014/09/25,0.3,0,0.3,0.05,0,0.05,0.35,21.3,1.65
2012,2013,2013/06/11,2013/08/08,22.95,2013/08/08,22.95,,0.3,0,0.3,0.1,0,0.1,0.4,24.2,1.65
2011,2012,2012/06/05,,,,,,0,0,0,0,0,0,0,27.9,0
2010,2011,2011/06/08,2011/07/29,38.6,2011/07/29,38.6,,0.3,0,0.3,0.1,0,0.1,0.4,34.1,1.17
2009,2010,2010/06/08,2010/08/25,48.75,2010/08/25,48.75,,0.3,0,0.3,0.3,0,0.3,0.6,49.3,1.22
2008,2009,2009/06/10,2009/07/15,35.95,2009/07/15,35.95,,0.2,0,0.2,0.4,0,0.4,0.6,39.9,1.5
2007,2008,2008/06/02,2008/09/16,38.55,2008/09/16,38.55,,0.7,0,0.7,0.5,0,0.5,1.2,45.5,2.64
2006,2007,2007/06/08,2007/08/27,100.5,2007/08/27,100.5,,0.4,0,0.4,0.4,0,0.4,0.8,89.4,0.89
2005,2006,2006/06/14,2006/08/17,40.25,2006/08/24,36.25,,0.5,0,0.5,0.5,0,0.5,1,50.3,1.99
2004,2005,2005/06/14,,,2005/07/28,44.4,,0,0,0,1,0,1,1,38.2,2.62
2003,2004,2004/06/10,,,2004/07/28,16.6,,0,0,0,0.5,0,0.5,0.5,23.3,2.15
2002,2003,2003/06/09,,,,,,0,0,0,0,0,0,0,21.4,0
2001,2002,2002/06/10,,,,,,0,0,0,0,0,0,0,23.2,0
2000,2001,2001/06/20,,,,,,0,0,0,0,0,0,0,16.4,0
1999,2000,2000/06/27,,,,,,0,0,0,0,0,0,0,34.4,0
1998,1999,1999/06/25,,,,,,0,0,0,0,0,0,0,30.6,0
1997,1998,1998/06/02,,,,,,0,0,0,2.5,1,3.5,3.5,59.6,5.87
1996,1997,1997/06/26,,,,,,0,0,0,0.5,1,1.5,1.5,76.4,1.96
1995,1996,1996/05/11,,,,,,0,0,0,0.5,1.5,2,2,25,7.99
1994,1995,,,,,,,0,0,0,0,0,0,0,28.7,0
1993,1994,1994/05/18,,,,,,0,0,0,2.8,0,2.8,2.8,52.1,5.37
1992,1993,1993/04/20,,,,,,0,0,0,2,0,2,2,68.6,2.91
1991,1992,1992/04/10,,,,,,0,0,0,2.5,0,2.5,2.5,,
1990,1991,1991/06/07,,,,,,0,0,0,2,1,3,3,,
1989,1990,,,,,,,0,0,0,2,0,2,2,,
1988,1989,,,,,,,0,0,0,1,0,1,1,,
