盈餘所屬年度,股利發放年度,股東會日期,除息交易日,除息參考價(元),除權交易日,除權參考價(元),現金股利發放日,現金股利盈餘,現金股利公積,現金股利合計,股票股利盈餘,股票股利公積,股票股利合計,股利合計,發放年度平均股價,年均殖利率(%)
2017,2018,2018/06/15,,,,,,3,0,3,0,0,0,3,42.8,7
2016,2017,2017/06/16,2017/07/27,46.15,,,2017/08/25,3,0,3,0,0,0,3,47.4,6.33
2015,2016,2016/06/17,2016/07/28,52.8,,,2016/08/25,3,0,3,0,0,0,3,49.8,6.02
2014,2015,2015/06/17,2015/07/28,43.25,,,2015/08/25,3.99,0,3.99,0,0,0,3.99,58.8,6.78
2013,2014,2014/06/11,2014/07/24,73.8,,,2014/08/28,2.97,0,2.97,0,0,0,2.97,69.7,4.26
2012,2013,2013/06/14,2013/08/02,46.6,,,,1.2,0,1.2,0,0,0,1.2,50.1,2.4
2011,2012,2012/06/22,2012/08/15,48.2,,,,2.5,0,2.5,0,0,0,2.5,49.8,5.02
2010,2011,2011/06/10,2011/07/11,66.9,,,,3.6,0,3.6,0,0,0,3.6,68.6,5.25
2009,2010,2010/06/15,2010/07/14,90.6,,,,4,0,4,0,0,0,4,90.3,4.42
2008,2009,2009/06/10,2009/09/22,101,,,,3.2,0,3.2,0,0,0,3.2,82.4,3.88
2007,2008,2008/06/13,2008/07/25,86.7,2008/07/25,86.7,,3.9,0,3.9,0.2,0,0.2,4.1,84.5,4.85
2006,2007,2007/06/15,2007/08/16,122,2007/08/16,122,,4.19,0,4.19,0.3,0,0.3,4.49,126.5,3.55
2005,2006,2006/06/14,2006/08/08,82.3,2006/08/08,82.3,,3.5,0,3.5,0.2,0,0.2,3.7,87.2,4.24
2004,2005,2005/05/24,2005/08/16,34.7,2005/08/16,34.7,,2.6,0,2.6,0.4,0,0.4,3,45,6.67
2003,2004,2004/04/15,2004/07/02,41.4,2004/07/02,41.4,,2,0,2,1,0,1,3,46.9,6.39
2002,2003,2003/06/25,2003/08/08,37.3,2003/08/08,37.3,,1.2,0,1.2,0.8,0,0.8,2,42.4,4.72
2001,2002,2002/06/21,,,2002/08/06,,,0,0,0,0.5,0,0.5,0.5,31.6,1.58
2000,2001,2001/06/15,,,2001/08/27,,,0,0,0,1,0,1,1,20.6,4.86
1999,2000,2000/05/08,,,2000/07/19,55.5,,0,0,0,1.1,0.65,1.75,1.75,52.9,3.31
1998,1999,,,,,,,0,0,0,1.6,0.5,2.1,2.1,37,5.67
1997,1998,1998/05/22,,,,,,0,0,0,2,0.75,2.75,2.75,76.4,3.6
1996,1997,,,,,,,0,0,0,0,0,0,0,81.4,0
1995,1996,,,,,,,0,0,0,2,0.97,2.97,2.97,,
1994,1995,,,,,,,0,0,0,4.13,0.58,4.71,4.71,,
1993,1994,,,,,,,0,0,0,0,0,0,0,,
1992,1993,,,,,,,0,0,0,0,0,0,0,,
