盈餘所屬年度,股利發放年度,股東會日期,除息交易日,除息參考價(元),除權交易日,除權參考價(元),現金股利發放日,現金股利盈餘,現金股利公積,現金股利合計,股票股利盈餘,股票股利公積,股票股利合計,股利合計,發放年度平均股價,年均殖利率(%)
2017,2018,2018/06/21,2018/07/12,10.55,,,2018/08/10(即將發放),1,0,1,0,0,0,1,11.2,8.94
2016,2017,2017/06/28,,,,,,0,0,0,0,0,0,0,8.54,0
2015,2016,2016/06/23,,,,,,0,0,0,0,0,0,0,7.93,0
2014,2015,2015/06/26,,,,,,0,0,0,0,0,0,0,9.21,0
2013,2014,2014/06/20,,,,,,0,0,0,0,0,0,0,12.2,0
2012,2013,2013/06/21,2013/07/18,14.85,,,,0.2,0,0.2,0,0,0,0.2,15.6,1.28
2011,2012,2012/06/21,2012/07/19,18.85,,,,1.2,0,1.2,0,0,0,1.2,19.5,6.16
2010,2011,2011/06/28,2011/08/03,24.05,,,,1.28,0,1.28,0,0,0,1.28,22.5,5.69
2009,2010,2010/06/25,2010/07/26,29.05,,,,1.2,0,1.2,0,0,0,1.2,25,4.79
2008,2009,2009/06/16,2009/07/24,14.15,,,,0.6,0,0.6,0,0,0,0.6,16.8,3.57
2007,2008,2008/06/13,2008/07/17,14.5,,,,1.2,0,1.2,0,0,0,1.2,14.6,8.19
2006,2007,2007/06/13,2007/07/31,20.25,,,,1,0,1,0,0,0,1,17.1,5.86
2005,2006,2006/06/26,2006/08/29,16.7,2006/08/29,16.7,,0.4,0,0.4,0.6,0,0.6,1,17.5,5.72
2004,2005,2005/06/14,2005/08/09,12.8,,,,0.3,0,0.3,0,0,0,0.3,11.2,2.67
2003,2004,2004/06/15,2004/07/20,10,,,,1,0,1,0,0,0,1,10.4,9.66
2002,2003,2003/06/27,2003/08/12,8.4,,,,0.5,0,0.5,0,0,0,0.5,8.35,5.99
2001,2002,2002/06/24,,,,,,0.5,0,0.5,0,0,0,0.5,8.29,6.03
2000,2001,2001/06/20,,,,,,0.34,0,0.34,0.22,0.11,0.34,0.67,7.93,8.45
1999,2000,,,,,,,0.63,0,0.63,0.9,0.1,1,1.63,15.4,10.55
1998,1999,,,,,,,0.5,0,0.5,0.28,0.22,0.5,1,17.6,5.68
1997,1998,,,,,,,0,0,0,1.25,0.25,1.5,1.5,25.7,5.84
1996,1997,1997/05/30,1997/08/13,,1997/08/13,,,0.5,0,0.5,0.75,0.25,1,1.5,28.9,5.19
1995,1996,1996/05/31,,,,,,0,0,0,1,0.58,1.58,1.58,30.2,5.22
1994,1995,1995/05/29,,,,,,0,0,0,0.5,1,1.5,1.5,33.4,4.49
1993,1994,,,,,,,0,0,0,1,0.5,1.5,1.5,45.1,3.32
1992,1993,1993/05/20,,,1993/08/18,38.8,,0,0,0,0.5,1,1.5,1.5,45.4,3.31
1991,1992,1992/05/28,,,1992/09/15,45.8,,0,0,0,1,0.9,1.9,1.9,59,3.23
1990,1991,1991/05/16,,,1991/08/20,49.2,,0,0,0,1,1,2,2,64.7,3.09
1989,1990,1990/05/14,,,1990/09/05,39,,0,0,0,2,0,2,2,,
1988,1989,,,,,,,0,0,0,2,0,2,2,,
1987,1988,,,,,,,0,0,0,2,0,2,2,,
1986,1987,,,,,,,1,0,1,1,0,1,2,,
1984,1985,,,,,,,0,0,0,0,1.1,1.1,1.1,,
