盈餘所屬年度,股利發放年度,股東會日期,除息交易日,除息參考價(元),除權交易日,除權參考價(元),現金股利發放日,現金股利盈餘,現金股利公積,現金股利合計,股票股利盈餘,股票股利公積,股票股利合計,股利合計,發放年度平均股價,年均殖利率(%)
2017,2018,2018/06/05,,,,,,1.93,1.07,3,0,0,0,3,53.5,5.61
2016,2017,2017/06/02,,,,,,0,0,0,0,0,0,0,25.5,0
2015,2016,2016/06/03,,,,,,0,0,0,0,0,0,0,14.7,0
2014,2015,2015/06/02,2015/06/29,13.85,,,2015/07/23,1.14,0,1.14,0,0,0,1.14,14.8,7.75
2013,2014,2014/06/11,2014/06/30,15.35,,,,0.1,0,0.1,0,0,0,0.1,13.5,0.74
2012,2013,2013/06/11,,,,,,0,0,0,0,0,0,0,7.56,0
2011,2012,2012/06/06,,,,,,0,0,0,0,0,0,0,4.27,0
2010,2011,2011/06/09,,,,,,0,0,0,0,0,0,0,6.58,0
2009,2010,2010/06/25,,,,,,0,0,0,0,0,0,0,7.04,0
2008,2009,2009/06/19,,,,,,0,0,0,0,0,0,0,4.07,0
2007,2008,2008/06/19,,,,,,0,0,0,0,0,0,0,4.92,0
2006,2007,2007/06/15,,,,,,0,0,0,0,0,0,0,8.65,0
2005,2006,2006/06/23,,,,,,0,0,0,0,0,0,0,7.11,0
2004,2005,2005/06/14,,,2006/01/10,9.23,,0,0,0,0,0.27,0.27,0.27,7.54,3.53
2003,2004,2004/06/18,2004/09/14,9.95,2004/09/14,9.95,,0.4,0,0.4,0.2,0,0.2,0.6,11,5.43
2002,2003,2003/06/27,2003/07/31,12,,,,0.6,0,0.6,0,0,0,0.6,11.6,5.17
2001,2002,2002/04/22,2002/08/01,,,,,0.5,0,0.5,0,0,0,0.5,12.9,3.88
2000,2001,,,,,,,0,0,0,0,0,0,0,12.4,0
1999,2000,2000/06/13,,,,,,0,0,0,0,0,0,0,20.7,0
1998,1999,1999/03/20,,,,,,0,0,0,0.81,0.67,1.48,1.48,26.5,5.58
1997,1998,1998/04/28,,,1998/05/11,,,0,0,0,1.5,0.5,2,2,54.1,3.7
1996,1997,,,,,,,0,0,0,0.5,0,0.5,0.5,,
1995,1996,,,,,,,0,0,0,1.1,0,1.1,1.1,,
1994,1995,,,,,,,0,0,0,0,0,0,0,,
1993,1994,,,,,,,0.5,0,0.5,0,0.6,0.6,1.1,,
1992,1993,,,,,,,0,0,0,0.3,0.5,0.8,0.8,,
