盈餘所屬年度,股利發放年度,股東會日期,除息交易日,除息參考價(元),除權交易日,除權參考價(元),現金股利發放日,現金股利盈餘,現金股利公積,現金股利合計,股票股利盈餘,股票股利公積,股票股利合計,股利合計,發放年度平均股價,年均殖利率(%)
2017,2018,2018/06/12,,,,,,72.5,0,72.5,0,0,0,72.5,3964.2,1.83
2016,2017,2017/06/14,2017/08/17,5500,,,2017/09/06,63.5,0,63.5,0,0,0,63.5,5028,1.26
2015,2016,2016/06/08,2016/08/18,3710,,,2016/09/08,63.5,0,63.5,0,0,0,63.5,3065.6,2.07
2014,2015,2015/06/10,2015/08/17,2910,,,2015/09/10,51,0,51,0,0,0,51,2839.4,1.8
2013,2014,2014/06/18,2014/08/21,2410,,,2014/09/11,28.5,0,28.5,0,0,0,28.5,1978,1.44
2012,2013,2013/06/21,2013/08/23,1065,,,,17,0,17,0,0,0,17,931.6,1.82
2011,2012,2012/06/18,2012/08/09,581,,,,17,0,17,0,0,0,17,623.1,2.73
2010,2011,2011/06/09,2011/08/04,975,,,,13.5,0,13.5,0,0,0,13.5,785.1,1.72
2009,2010,2010/06/14,2010/08/06,603,,,,10,0,10,0,0,0,10,546.4,1.83
2008,2009,2009/06/10,2009/08/07,392,2009/08/07,392,,10,0,10,0.2,0,0.2,10.2,342.9,2.97
2007,2008,2008/06/13,2008/08/12,438,2008/08/12,438,,9.8,0,9.8,0.2,0,0.2,10,344.7,2.9
2006,2007,2007/06/15,2007/08/10,369.5,2007/08/10,369.5,,11.4,0,11.4,0.2,0,0.2,11.6,422.3,2.75
2005,2006,2006/06/14,2006/08/10,716,2006/08/10,716,,7,0,7,0.5,0,0.5,7.5,635.2,1.18
2004,2005,2005/06/14,2005/08/11,245.5,2005/08/11,245.5,,4.5,0,4.5,0.5,0,0.5,5,253.9,1.97
2003,2004,,2004/08/17,194,2004/08/17,194,,6,0,6,1,0,1,7,294.9,2.37
2002,2003,2003/06/09,2003/08/03,221,2003/08/03,221,,5,0,5,1,0,1,6,262.3,2.29
2001,2002,2002/06/28,2002/08/28,,2002/08/28,,,3,0,3,3,0,3,6,231,2.6
2000,2001,2001/07/16,,,2001/09/10,,,0,0,0,7,0,7,7,,
1999,2000,2000/09/23,,,,,,0,0,0,0,0,0,0,,
