盈餘所屬年度,股利發放年度,股東會日期,除息交易日,除息參考價(元),除權交易日,除權參考價(元),現金股利發放日,現金股利盈餘,現金股利公積,現金股利合計,股票股利盈餘,股票股利公積,股票股利合計,股利合計,發放年度平均股價,年均殖利率(%)
2017,2018,2018/06/22,,,,,,0.4,0,0.4,1.4,0,1.4,1.8,27.8,6.46
2016,2017,2017/06/08,2017/08/10,17.95,,,2017/09/14,1.2,0,1.2,0,0,0,1.2,19,6.33
2015,2016,2016/06/28,2016/08/04,19.8,,,2016/09/02,1.6,0,1.6,0,0,0,1.6,20.6,7.79
2014,2015,2015/06/18,2015/09/08,21.25,,,2015/10/02,1.2,0,1.2,0,0,0,1.2,23.4,5.12
2013,2014,2014/06/11,2014/08/01,23.5,,,2014/08/29,1.5,0,1.5,0,0,0,1.5,24.6,6.1
2012,2013,2013/06/11,2013/08/16,21.65,,,,1,0,1,0,0,0,1,21.5,4.66
2011,2012,2012/06/22,2012/08/01,19.4,,,,2,0,2,0,0,0,2,19.8,10.1
2010,2011,2011/06/15,2011/07/14,23.55,,,,2,0,2,0,0,0,2,23,8.71
2009,2010,2010/06/15,2010/08/10,25,,,,2,0,2,0,0,0,2,26.3,7.61
2008,2009,2009/06/16,2009/07/23,26,,,,1.5,0,1.5,0,0,0,1.5,21.9,6.84
2007,2008,2008/06/13,2008/08/01,21.85,,,,2.03,0,2.03,0,0,0,2.03,26.1,7.76
2006,2007,2007/06/20,2007/09/07,49.75,2007/09/07,49.75,,0.94,0,0.94,0.47,0,0.47,1.4,37.1,3.79
2005,2006,2006/05/17,2006/06/29,13.8,,,,0.6,0,0.6,0,0,0,0.6,15.7,3.82
2004,2005,2005/04/28,,,,,,0,0,0,0,0,0,0,7.45,0
2003,2004,,,,,,,0,0,0,0,0,0,0,6.21,0
2002,2003,2003/04/29,,,,,,0,0,0,0,0,0,0,4.43,0
2001,2002,2002/04/26,,,,,,0,0,0,0,0,0,0,6.52,0
2000,2001,2001/05/11,2001/09/04,,,,,0.34,0,0.34,0,0,0,0.34,5.7,5.96
1999,2000,2000/04/21,,,,,,0,0,0,0,0.5,0.5,0.5,11,4.54
1998,1999,,,,,,,0,0,0,0.4,0.7,1.1,1.1,15.4,7.17
1997,1998,1998/05/27,,,1998/09/14,,,0,0,0,0,1.1,1.1,1.1,33.3,3.31
1996,1997,,,,,,,0,0,0,0,0,0,0,48.9,0
1995,1996,,,,,,,0,0,0,0,0,0,0,34.1,0
1994,1995,,,,,,,0,0,0,0.8,1.2,2,2,43,4.65
1993,1994,,,,,,,0,0,0,1.1,1,2.1,2.1,80,2.62
1992,1993,1993/06/13,,,,,,0,0,0,0,2.2,2.2,2.2,55.6,3.95
1991,1992,1992/04/25,,,,,,0,0,0,1.6,0,1.6,1.6,82,1.95
1990,1991,,,,,,,0,0,0,1.2,0.3,1.5,1.5,107.2,1.4
1989,1990,1990/05/14,,,1990/11/26,,,0,0,0,1.5,0.1,1.6,1.6,,
1988,1989,,,,,,,0,0,0,1.6,0,1.6,1.6,,
1987,1988,,,,,,,0.4,0,0.4,0.4,0,0.4,0.8,,
1986,1987,,,,,,,0,0,0,0.6,1.4,2,2,,
1983,1984,,,,,,,0,0,0,1.66,0,1.66,1.66,,
