盈餘所屬年度,股利發放年度,股東會日期,除息交易日,除息參考價(元),除權交易日,除權參考價(元),現金股利發放日,現金股利盈餘,現金股利公積,現金股利合計,股票股利盈餘,股票股利公積,股票股利合計,股利合計,發放年度平均股價,年均殖利率(%)
2017,2018,2018/06/14,,,,,,2.5,0,2.5,0,0,0,2.5,64,3.91
2016,2017,2017/06/19,2017/08/18,60.8,,,2017/09/15,1,0,1,0,0,0,1,62.6,1.6
2015,2016,2016/06/28,2016/09/01,53.2,2016/09/01,53.2,2016/09/30,0.5,0,0.5,1,0,1,1.5,59,2.54
2014,2015,2015/06/25,2015/10/15,65.1,,,2015/11/12,3.5,0,3.5,0,0,0,3.5,73.7,4.75
2013,2014,2014/06/24,2014/08/27,81.9,2014/08/27,81.9,2014/10/09,2.7,0,2.7,0.3,0,0.3,3,82.1,3.65
2012,2013,2013/06/14,2013/07/18,39.25,,,,2.03,0,2.03,0,0,0,2.03,41.7,4.88
2011,2012,2012/06/22,2012/07/10,46,,,,2.5,0,2.5,0,0,0,2.5,45.4,5.51
2010,2011,2011/06/15,2011/08/03,36.05,2011/08/03,36.05,,1,0,1,0.5,0,0.5,1.5,37.4,4.02
2009,2010,2010/06/23,2010/08/06,34.2,,,,0.5,0,0.5,0,0,0,0.5,34.4,1.45
2008,2009,2009/06/19,2009/08/11,28.1,2009/08/11,28.1,,0.5,0,0.5,0.5,0,0.5,1,24.6,4.07
2007,2008,2008/06/12,2008/07/25,42.15,2008/07/25,42.15,,4.12,0,4.12,0.52,0,0.52,4.64,43.1,10.75
2006,2007,2007/06/13,2007/08/10,,2007/08/10,,,2.5,0,2.5,1,0,1,3.5,,
