2017,1498,34,8.06,10.15,+2.09,+25.9,638,9386,3251,9933,309,222,321,23925,2964,3627,557,1306,21433,2492,11.6
2016,1497,38,8.23,8.06,-0.17,-2.1,283,4888,2524,794,145,79.5,163,8922,2809,3155,476,783,7251,1671,11.16
2015,1511,41,10.1,8.23,-1.87,-18.5,251,4950,2178,731,147,85.8,222,8667,2407,3253,504,786,6979,1688,11.17
2014,1534,41,9,10.1,+1.1,+12.2,251,5230,2258,1011,144,89,142,9176,2548,3046,699,1118,7436,1739,11.41
2013,1503,44,7.6,9,+1.4,+18.4,202,4217,1069,705,90.9,62.8,109,6479,2115,1148,558,943,4788,1691,11.04
2012,1446,38,8.57,7.6,-0.97,-11.3,223,2014,873,1514,93.8,71.5,325,4891,1252,1016,506,459,3233,1658,10.7
2011,1125,38,12.85,8.57,-4.28,-33.3,106,1093,840,1232,39.9,-,112,3317,826,648,488,165,2127,1190,10.56
2010,1132,41,9.8,12.85,+3.05,+31.1,61.4,1441,705,1065,41.6,-,109,3363,787,406,564,308,2065,1298,11.94
2009,1122,41,7.24,9.8,+2.56,+35.4,88.9,980,645,1105,41.3,-,109,2881,559,204,600,199,1563,1319,12.44
2008,1123,22,12.8,7.24,-5.56,-43.4,136,828,788,1077,44.5,-,162,2900,767,188,610,192,1757,1142,10.65
2007,1096,44,15,12.8,-2.2,-14.7,153,1169,830,1437,41.3,-,175,3653,1321,138,514,257,2229,1423,13.14
2006,1064,44,11.95,15,+3.05,+25.5,161,1675,709,1217,44,-,71.5,3717,1247,46.3,547,267,2107,1610,14.18
2005,1033,61,15.3,11.95,-3.35,-21.9,154,1254,572,823,42.5,-,115,2805,873,376,214,32.7,1495,1310,11.87
2004,1121,20,16.6,15.3,-1.3,-7.8,73.7,1055,531,913,34.9,-,70.9,2604,662,542,204,11.9,1420,1184,10.81
2003,1125,18,13.25,16.6,+3.35,+25.3,33.1,1050,617,875,43.1,-,76.3,2661,696,545,258,11.3,1511,1150,9.68
2002,1077,55,23.5,13.25,-10.25,-43.6,3.66,695,783,975,47.9,-,133,2634,523,561,211,54.3,1349,1285,11.27
2001,784,66,24.2,23.5,-0.7,-2.9,6.86,274,763,931,15,-,31.4,2014,95.4,549,5.23,18.9,669,1345,15.9
2000,-,-,50,24.2,-25.8,-51.6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1999,-,-,59,50,-9,-15.3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1998,-,-,93,59,-34,-36.6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1997,-,-,84,93,+9,+10.7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1996,-,-,80,84,+4,+5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1995,-,-,146,80,-66,-45.2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1994,-,-,123,146,+23,+18.7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1993,-,-,58,123,+65,+112.1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1992,-,-,75,58,-17,-22.7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1991,-,-,83,75,-8,-9.6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
