2017,27.5,47,77.2,110,+32.8,+42.5,28.6,1096,4.52,1170,2.82,172,2.49,10.4,1363,27.9,1202,12,1.05,1223,140,38.6
2016,27.5,45,73.6,77.2,+3.6,+4.9,24,877,2.52,938,2.58,155,2.34,11.2,1114,19.3,980,7.49,0.91,995,119,35.3
2015,26.7,45,77.9,73.6,-4.3,-5.5,25.4,718,4.05,809,2.68,157,1.63,12.9,987,17.6,851,14,1.39,873,114,34.3
2014,26.1,45,78,77.9,-0.1,-0.1,17,608,4.87,668,2.51,156,1.24,19.5,851,16.2,743,3.99,1.38,755,96.5,33.9
2013,24.1,47,65.8,78,+12.2,+18.5,12.8,475,11,527,2.11,153,0.13,3.29,689,14.3,588,9.99,1.4,605,84.2,32.01
2012,23.6,49,51.2,65.8,+14.6,+28.5,14.9,402,7.86,446,1.64,151,0.11,3.22,602,16.2,465,7.99,60.9,534,68.1,25.85
2011,23.6,45,59.9,51.2,-8.7,-14.5,20.6,326,4.15,367,1.53,136,0.1,2.67,507,13.7,393,2.99,51.5,448,59.4,22.32
2010,23.6,47,37.05,59.9,+22.85,+61.7,13.2,238,0.85,264,1.68,112,1.71,2.4,381,9.39,281,4.09,40.5,326,55.1,20.75
2009,23.6,47,16.1,37.05,+20.95,+130.1,7.14,177,1.47,195,1.58,93.4,1.72,2.55,295,11.1,211,1,33.4,246,49,19.08
2008,23.6,40,20.35,16.1,-4.25,-20.9,5.96,149,16,179,1.48,92.4,3.2,2.39,278,8.3,203,0,29.6,233,45.4,17.78
2007,23.6,43,20.6,20.35,-0.25,-1.2,5.32,152,14.3,179,1.37,90.9,3.11,1.7,276,12,188,12.9,28.2,229,46.6,17.47
2006,23.6,43,27.85,20.6,-7.25,-26,5.51,172,10.6,196,1.38,86.8,3.06,0.75,288,8.43,203,15.8,25,243,44.9,16.96
2005,23.6,49,30.1,27.85,-2.25,-7.5,3.97,208,5.25,226,0.78,80.5,3.07,0.64,311,13,232,13.3,18.9,265,46.5,17.8
2004,23.6,60,29.2,30.1,+0.9,+3.1,1.72,201,0.83,211,5.95,10.1,-,1.83,229,4.06,186,-,1.04,187,42.2,17.91
2003,22.6,53,28.6,29.2,+0.6,+2.1,2.32,165,1.27,174,5.71,11.7,-,1.95,193,3.86,153,-,1.07,154,38.8,17.21
2002,22.6,-,34.5,28.6,-5.9,-17.1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,16.52
2001,21,-,31.9,34.5,+2.6,+8.2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,17.21
2000,17.6,-,39.7,31.9,-7.8,-19.6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,18.56
1999,13,-,50,39.7,-10.3,-20.6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,19.44
1998,8.78,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,22.76
1997,5.6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,21.18
