13Q1,347,31,5.84,4.13,-1.71,-29.3,-,-,-,47966,-,0,-,0,59332,-,8400,0,0,8400,50932,-
2012,0.34,41,8.8,5.84,-2.96,-33.6,-,-,-,50,-,8.56,-,2.08,60.9,-,10.9,0,0.01,10.9,50.1,-
2011,0.35,47,15.3,8.8,-6.5,-42.5,-,-,-,50,-,10.4,-,2.02,62.7,-,9.54,0,0,9.54,53.1,-
2010,0.35,56,12.95,15.3,+2.35,+18.1,-,-,-,50.7,-,12.4,-,0.26,63.7,-,12.8,0,0,12.8,50.9,-
2009,0.37,50,13.5,12.95,-0.55,-4.1,-,-,-,56.2,-,12.6,-,1.55,70.7,-,17.1,0,0.01,17.1,53.6,-
2008,0.38,44,-,-,-,-,-,-,-,62.2,-,13.6,-,1.4,77.5,-,21,0,0.01,21,56.5,-
