2017,241,44,7,8.91,+1.91,+27.3,66.3,1995,1801,1508,30.8,24,40.3,5406,2488,1983,204,248,4944,462,12.14
2016,239,47,-,-,-,-,59.8,1903,1625,1342,37.7,15,39.2,4969,2262,1846,174,207,4510,459,12.29
2015,239,44,-,-,-,-,78.5,2006,1464,1277,30.2,14.1,57.8,4860,2299,1728,150,201,4397,463,12.43
2014,239,47,-,-,-,-,84.8,1838,1310,1030,29.4,12.8,49.8,4281,1888,1565,150,209,3831,450,12.04
2013,239,44,-,-,-,-,52.2,1771,1154,922,27.8,12.1,33.7,3930,2035,1209,115,127,3501,429,11.22
2012,239,38,-,-,-,-,29.6,1473,883,1033,28,11.6,37.5,3466,1869,1029,96.8,46.8,3041,425,10.98
2011,239,44,-,-,-,-,19.4,1546,797,910,28.3,12.2,37.5,3330,1847,935,80.3,35,2897,433,11.07
2010,239,44,-,-,-,-,18.8,1384,748,805,35.8,11.8,43.9,3029,1736,757,98.8,31,2622,406,10.89
2009,239,44,-,-,-,-,32.6,1231,700,945,36.2,13.1,39.8,2964,1662,773,81.5,23.4,2540,424,10.69
2008,239,19,-,-,-,-,33.7,1184,765,957,34.6,13.6,30.2,2985,1741,714,96.5,31.8,2584,401,9.81
2007,239,44,-,-,-,-,16.6,1225,651,1124,34,14.1,28.5,3077,1910,617,78.5,42,2648,429,11.57
2006,239,47,-,-,-,-,11.6,673,493,153,16.3,0.91,21.6,1358,579,402,78.5,17.9,1077,281,11.13
2005,239,41,-,-,-,-,12.5,584,495,103,11.8,-,153,1347,25.6,511,33.5,282,1072,275,10.9
2004,239,59,-,-,-,-,6.58,311,385,106,9.75,-,87.5,899,22.3,375,20,174,645,254,10.62
2003,239,61,-,-,-,-,0.13,261,311,123,9.28,0.28,10.2,715,145,236,4.18,10.2,471,244,10.19
2002,239,23,-,-,-,-,0.13,182,296,91.5,2.78,-,17.4,590,97,240,3.13,8.21,359,230,9.64
