2017,60,47,3.37,3.27,-0.1,-3,1.43,2.49,0.13,4.47,0.38,0.76,-,2.32,7.94,1.33,1.36,0,0,1.38,6.55,1.09
2016,30,23,4.47,3.37,-1.1,-24.6,0.32,0.87,0.12,1.61,0.36,0.76,-,2.12,4.85,0.78,1.8,0,0.65,2.46,2.39,0.78
2015,30,21,4.2,4.49,+0.29,+6.9,0.1,0.37,1.26,2.06,0.41,0.78,0,1.98,5.23,1.31,2.27,0.05,0,2.33,2.9,0.95
2014,30,28,2.4,4.2,+1.8,+75,0.53,0.2,0.14,1.37,2.17,0.76,-,1.98,6.28,0.34,1.16,0.1,0.01,1.27,5.01,1.67
2013,25,36,1.77,2.4,+0.63,+35.6,0.72,0.29,0.3,1.52,0.56,1.1,0,2.43,5.98,0.32,1.48,0.15,0.01,1.64,4.34,1.74
2012,25,28,3.27,1.77,-1.5,-45.9,0.86,1.01,0.4,2.43,0.06,1.17,0,3.32,6.98,0.42,1.57,0.19,0.05,1.81,5.17,2.07
2011,25,23,4.59,3.27,-1.32,-28.8,1.18,3.74,2.22,7.32,0.2,1.3,0,1.4,10.2,0.98,2.2,0.23,0.06,2.49,7.73,3.1
2010,21,19,5.9,4.59,-1.31,-22.2,0.16,3.04,2.85,7.49,0.01,1.38,0.01,1.29,10.2,1.44,3.26,0.33,0.05,3.65,6.55,3.08
2009,16,19,1.9,5.9,+4,+210.5,0.13,0.92,5.52,11.6,0.05,2.41,0.01,0.88,15,2.42,5.25,0.38,0.04,5.66,9.31,5.81
2008,16,23,9.2,1.9,-7.3,-79.3,0.18,1.1,5.89,12.9,0.26,2.7,0,1.02,16.9,1.66,4.56,0.46,0.1,5.11,11.8,7.39
2007,16,23,6.38,9.2,+2.82,+44.2,0.52,3.26,6.61,18.7,0.36,2.91,0.18,1.76,23.9,2,7.53,0.62,0,8.14,15.8,9.88
2006,9.22,21,5.12,6.38,+1.26,+24.6,0.14,2.69,6.7,21.3,0.12,3.09,0.07,1.98,26.6,4.57,15.8,0.98,0.29,17.1,9.47,10.27
2005,8.89,28,5.9,5.12,-0.78,-13.2,0.28,1.58,6.09,21,0.12,3.31,0.08,5.24,29.8,6.57,17.4,2.66,0.26,20.3,9.43,10.6
2004,7.49,-,11.2,5.9,-5.3,-47.3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,10.88
2003,7.49,-,10.75,11.2,+0.45,+4.2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,10.95
2002,7.49,-,5.4,10.75,+5.35,+99.1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11.57
2001,7.13,-,9.4,5.4,-4,-42.6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11.93
2000,6.73,-,15.4,9.4,-6,-39,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,12.49
1999,5.58,-,22.6,15.4,-7.2,-31.9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,14.5
1998,3.86,-,23.5,22.6,-0.9,-3.8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,13.14
