2017,100,38,9.04,9.22,+0.18,+2,41.6,291,1759,549,29.4,1.21,1.51,2634,150,2297,40,1,2492,142,14.14
2016,82.3,34,8.79,9.04,+0.25,+2.8,39.9,231,1756,541,29.1,0.67,1.84,2562,137,2255,40,1.37,2437,125,15.14
2015,77.9,34,9.05,8.79,-0.26,-2.9,33.8,433,1659,504,29.5,0.68,1.17,2631,131,2297,70,2.99,2511,119,15.28
2014,74,38,9.54,9.05,-0.49,-5.1,41.1,525,1829,303,29.8,0.64,0.69,2690,125,2369,70,3.28,2577,113,15.3
2013,72.1,38,9.19,9.54,+0.35,+3.8,33.3,324,1783,208,27.4,0.41,0.59,2344,179,1987,60,2.84,2237,107,14.91
2012,70.7,41,8.94,9.19,+0.25,+2.8,31.7,352,1620,209,21.4,0.5,7.51,2210,160,1895,40,7.02,2101,109,15.43
2011,70.7,28,16,8.94,-7.06,-44.1,28.4,354,1662,191,22,0.63,7.71,2238,150,1939,40,6.08,2135,104,14.66
2010,52.6,38,10.45,16,+5.55,+53.1,20.2,338,1622,158,22.4,0.59,7.48,2148,156,1851,40,5.9,2053,95.6,18.18
2009,52.6,38,6.94,10.45,+3.51,+50.6,25.5,318,1383,128,22.8,0.7,8.09,1861,142,1579,40,6.24,1767,94.3,17.94
2008,52.6,28,15.65,6.94,-8.71,-55.7,31.4,326,1369,109,23.5,0.58,7.65,1837,141,1586,10,6.16,1743,93.6,17.79
2007,50.3,34,18.95,15.65,-3.3,-17.4,22.3,203,1116,219,23.8,0.36,7.04,1568,154,1271,10,4.75,1464,104,20.69
2006,50.3,41,18.1,18.95,+0.85,+4.7,31.6,225,987,226,23.4,-,7.8,1469,145,1187,4,4.75,1363,106,21.07
2005,50.3,48,25.3,18.1,-7.2,-28.5,118,449,1015,36.3,23.7,-,8.71,1533,206,1178,12.2,8.48,1429,104,20.65
2004,50.3,-,18.1,25.3,+7.2,+39.8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,20.43
2003,45.8,-,19.1,18.1,-1,-5.2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,22.13
2002,45.8,-,16.6,19.1,+2.5,+15.1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,21.61
2001,44.9,-,9.05,16.6,+7.55,+83.4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,23.14
2000,44.9,-,10.7,9.05,-1.65,-15.4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,23.08
1999,44.9,-,17.6,10.7,-6.9,-39.2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,24.58
1998,38.7,-,31.9,17.6,-14.3,-44.8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,28.35
1997,23.7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,25.54
1996,21.5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,25.28
