2017,16,55,36.25,45.25,+9,+24.8,34.8,283,328,0.42,0.48,0.84,3.24,333,285,286,-,0.53,287,46.6,28.91
2016,12.2,50,30,36.25,+6.25,+20.8,21.9,236,264,1.16,0.43,0.8,3.18,269,236,237,-,0.42,237,31.9,25.88
2015,12.2,55,24.25,30,+5.75,+23.7,22.3,174,200,0.96,0.3,0.76,3.11,205,173,175,-,0.36,175,29.8,24.12
2014,12,52,27.6,24.25,-3.35,-12.1,18,122,150,0.84,0.32,0.53,3.07,154,124,127,-,-,127,26.9,22.44
2013,10,50,26.15,27.6,+1.45,+5.5,11.5,88.9,107,0.7,0.4,0.56,3.3,112,90.8,91.1,-,-,91.2,20.8,20.79
2012,9.22,50,21.45,26.15,+4.7,+21.9,13.4,95.5,111,0.44,0.45,0.46,2.73,116,96.6,96.7,0,0.07,96.7,18.8,20.36
2011,9.22,-,30.3,21.45,-8.85,-29.2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,20.16
2010,8.46,52,39.6,30.3,-9.3,-23.5,12.7,59,73.9,0,0.25,-,2.78,76.9,59.7,59.9,0,1.42,61.3,15.6,18.45
2009,7.52,50,27.5,39.6,+12.1,+44,11,66.3,80.4,0,0.23,-,2.43,83,67.1,67.2,0,1.23,68.5,14.6,18.89
2008,6.15,52,-,-,-,-,9.69,69.4,80.8,0,0.11,-,2.54,83.4,70.6,70.7,0,1.08,71.7,11.7,18.4
