2017,28.1,49,30.5,96.1,+65.6,+215.1,83.8,39.4,28.2,157,5.57,36.8,0.3,3.46,203,42.5,49.1,-,1.49,51.1,152,39.02
2016,28.1,51,29.15,30.5,+1.35,+4.6,83.5,40.1,26.5,154,5.9,45.8,0.31,3.31,209,42.4,51.4,0,2.32,54.1,155,39.76
2015,28.1,49,40,29.15,-10.85,-27.1,74.2,42.7,30.9,151,2.03,57.5,0.34,2.26,214,36.4,49.9,4.38,1.42,56.1,157,40.06
2014,28.1,43,29.4,40,+10.6,+36.1,68.5,43.7,36.7,154,6.31,65.8,0.33,3.93,230,39.1,63.3,4.29,0.99,69,161,39.55
2013,28.1,38,27.05,29.4,+2.35,+8.7,73.3,47,37.1,172,10.2,75.6,0.32,2.44,261,43.1,98.3,0,1.05,99.8,161,38.87
2012,28.1,34,23.75,27.05,+3.3,+13.9,44.6,47.8,32.6,133,7.84,70.6,1.77,7.41,221,42.1,69.8,21.4,0.76,92,129,40.34
2011,28.1,36,61.8,23.75,-38.05,-61.6,60.2,47.2,31.9,147,8.15,80.2,1.79,3.47,241,55.1,84.6,19.2,0.69,105,136,43.34
2010,27.1,32,71.2,61.8,-9.4,-13.2,41.5,54.4,30.9,135,7.79,77,1.82,2.17,224,54.6,74.2,6.8,0.89,81.9,142,48.27
2009,25.9,34,38.55,71.2,+32.65,+84.7,58.3,59.4,29.8,155,2.66,82.5,1.33,2.77,244,62.6,77.8,11.6,1.05,90.5,154,55.42
2008,25.7,45,91,38.55,-52.45,-57.6,57.8,48.1,27.3,140,2.72,94.3,1.45,1.9,241,58.4,72.8,3.81,1.19,77.9,163,59.51
2007,25.3,60,140.5,91,-49.5,-35.2,65.1,36.8,21.2,131,3.56,88.7,1.78,2.2,227,34.9,64.7,0,3.11,67.8,160,60.86
2006,24.6,55,225.5,140.5,-85,-37.7,61.2,47,21.2,139,11.7,68.9,1.7,1.48,222,42.1,47,24.9,3.35,75.3,147,58.09
2005,22.9,57,177,225.5,+48.5,+27.4,70.1,45.7,13.7,135,7.45,69.9,1.74,1.5,216,39.9,67.2,10,4.76,82.1,134,57.24
2004,19.7,55,234,177,-57,-24.4,56.9,44.8,13.5,123,6.45,63.4,0.77,1.67,195,40.8,76.6,11.5,6.05,94.2,101,50.85
2003,16.2,53,171,234,+63,+36.8,45.4,58.8,7.64,136,8.56,41.3,0.36,1.32,188,47.9,64.2,40.1,7.24,112,76.1,46.93
2002,12.3,55,289,171,-118,-40.8,16.1,31.1,4.55,61.6,5.37,33.1,0.3,0.98,101,23.6,26.9,22.1,7.33,56.4,44.9,34.97
2001,8.69,53,168,289,+121,+72,6.83,27.1,5.68,46,3.34,27.7,0.06,0.75,77.8,22.4,24.4,5.44,8.95,38.7,39,36.05
2000,5.39,51,141,168,+27,+19.1,4.58,18.1,6.44,31.5,0.84,14.1,0.11,0.31,46.9,17,20.4,0.8,12.9,34.1,12.8,23.68
1999,3.69,57,-,-,-,-,2.74,5.97,3.67,14.3,0.55,8,0.08,0.38,23.3,4.07,4.96,-,10.4,15.4,7.95,21.55
1998,1.82,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,14.42
