2017,12.7,34,11.85,21.7,+9.85,+83.1,7.09,6.83,8.29,30,3.26,10.3,0.23,1.04,45.6,8.66,21.5,6.16,0.7,28.4,17.2,13.42
2016,12.7,38,15.4,11.85,-3.55,-23.1,6.17,7.97,7.73,23.7,5.05,11.1,0.23,1.4,42.1,7.67,16.4,5.64,0.66,22.8,19.4,15.21
2015,12.7,40,14.15,15.4,+1.25,+8.8,7.26,9.42,7.89,25.6,5.53,12.8,0.31,1.59,46.4,9.99,15.3,9.92,0.61,26,20.4,15.98
2014,12.7,38,9.36,14.15,+4.79,+51.2,7.19,9.16,7.85,25.2,6.4,13.6,0.32,2.03,48.4,9.79,18.7,9.29,0.57,28.8,19.6,15.41
2013,12.7,30,7.05,9.36,+2.31,+32.8,5.17,10.1,8.28,24.7,6.53,14.5,0.17,1.72,48.6,7.19,19.9,9.9,0.54,30.6,18,14.12
2012,12.7,28,7.76,7.05,-0.71,-9.1,5.04,8.79,7.82,24.7,5.62,13.3,1.34,1.11,46,6.37,17.7,10.6,0.3,28.6,17.5,13.71
2011,12.9,32,17,7.76,-9.24,-54.4,5.11,7.68,7.39,23,6.37,13.2,1.46,0.99,45,5.38,15.5,8.87,0.05,24.4,20.7,16.23
2010,13.2,40,16.9,17,+0.1,+0.6,4.64,8.14,8.44,23.9,8.89,11.9,1.17,0.35,46.2,5.72,17.4,4.8,0,22.2,24,18.55
2009,13.2,32,8.15,16.9,+8.75,+107.4,5.77,6.63,6.7,21.4,5.85,12.9,1.24,0.99,42.4,5.89,15.7,6.45,0,22.1,20.2,15.64
2008,13.2,32,19.2,8.15,-11.05,-57.6,5.06,7.98,9.09,25.9,5.66,14.1,1.23,1.09,48,5.52,18.1,8.76,0,26.8,21.2,16.39
2007,13.3,36,21.7,19.2,-2.5,-11.5,5.91,8.61,9.07,29.5,5.91,14.1,1.06,1.17,51.7,5.21,18.6,10.7,0,29.3,22.4,17.09
2006,13.3,36,10.15,21.7,+11.55,+113.8,3.61,7.66,7.9,22.9,6.13,14.2,1.04,2,46.3,5.96,15.8,9,0,24.8,21.5,16.55
2005,13.3,26,11.7,10.15,-1.55,-13.2,4.4,4.83,6.69,17.2,6.24,14.8,1.05,3.09,42.4,3.88,21.5,0.33,0,21.8,20.5,15.79
2004,13.8,30,16.9,11.7,-5.2,-30.8,4.18,5.37,6.92,18.2,10.7,15.6,1.15,2.62,48.2,3.7,19.2,4.01,0,23.2,25.1,18.79
2003,14.3,38,18.8,16.9,-1.9,-10.1,3.98,7.63,6.72,19.9,11.9,16.5,1.27,3.91,53.5,4.64,16.1,9.52,0,25.7,27.8,19.42
2002,13.9,45,42.6,18.8,-23.8,-55.9,4.55,4.61,4.91,19.8,11,13.2,1.29,0.92,46.2,2.67,7.78,9.98,0.08,17.8,28.4,20.4
2001,12.1,57,62.5,42.6,-19.9,-31.8,8.73,4.04,5.21,22.4,10,7.65,1.28,0.58,42,2.32,4.89,7.83,0.22,12.9,29,24.06
2000,9.37,-,117,62.5,-54.5,-46.6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,28.67
1999,6.06,-,82.5,117,+34.5,+41.8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,24.44
1998,3.64,-,85,82.5,-2.5,-2.9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,18.84
1997,2.8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,19.21
1996,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,15.67
