2017,615,41,8.15,8.39,+0.24,+2.9,513,1818,11116,2714,142,2.74,36.7,15841,1351,13160,410,118,15083,758,12.33
2016,597,44,8.18,8.15,-0.03,-0.4,496,1664,10450,2680,141,1.83,38.2,14987,1145,12538,428,123,14279,709,11.87
2015,568,41,9.19,8.18,-1.01,-11,411,2138,10074,2340,141,1.31,49.8,14759,1132,12323,456,129,14082,677,11.9
2014,530,44,9.07,9.19,+0.12,+1.3,642,1563,10012,2139,141,1.5,46.4,13924,1154,11522,418,164,13297,627,11.84
2013,509,41,8.74,9.07,+0.33,+3.8,322,1392,9581,2108,143,1.81,17.5,13264,1033,10954,514,149,12691,573,11.24
2012,490,-,9.33,8.74,-0.59,-6.3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11.24
2011,421,-,13.2,9.33,-3.87,-29.3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11.14
2010,403,-,8.31,13.2,+4.89,+58.8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,10.89
2009,387,-,7.02,8.31,+1.29,+18.4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,10.77
2008,387,-,9.98,7.02,-2.96,-29.7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,10.19
2007,387,-,10.4,9.98,-0.42,-4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,10.33
2006,387,-,8.38,10.4,+2.02,+24.1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,10.17
2005,429,-,12.8,8.38,-4.42,-34.5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6.71
2004,369,-,8.6,12.8,+4.2,+48.8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,10.14
2003,314,-,6.3,8.6,+2.3,+36.5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,12.46
2002,318,-,6.25,6.3,+0.05,+0.8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,12.27
2001,318,-,11.2,6.25,-4.95,-44.2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,12.57
2000,295,-,15.9,11.2,-4.7,-29.6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,18.14
1999,243,-,17.89,15.9,-1.99,-11.1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,21.21
1998,187,-,44.8,17.89,-26.91,-60.1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,20.59
1997,187,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,18.65
1996,187,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,17.2
