2017,8.28,38,12.25,19.5,+7.25,+59.2,2.64,4.92,5.26,13.1,1.86,4.87,0,0.79,20.9,2.27,5.26,4.07,0.07,9.43,11.5,13.78
2016,8.28,43,12.7,12.25,-0.45,-3.5,2.21,4.8,3.79,11.1,1.97,4.72,0.05,0.84,18.8,2.55,4.5,2.82,0.04,7.4,11.4,13.7
2015,8.28,43,24.4,12.7,-11.7,-48,3.04,4.42,5.02,13.1,1.97,5.02,0.05,0.67,20.9,2.89,7.48,1.83,0.05,9.47,11.5,13.77
2014,8.28,47,17,24.4,+7.4,+43.5,2.28,5.72,5.53,14.1,2,5.38,-,0.76,22.4,3.07,7.97,2.05,0.06,10.2,12.1,14.58
2013,8.28,45,11.6,17,+5.4,+46.6,2.65,3.68,5.43,12.1,2.02,5.56,-,0.85,20.6,2.08,4.66,4.57,0.07,9.4,11.2,13.45
2012,8.28,38,12.25,11.6,-0.65,-5.3,2.32,5.28,5.46,13.6,1.45,5.94,0.33,0.54,21.9,2.61,8.7,2.55,0.08,11.3,10.6,12.66
2011,8.28,36,29,12.25,-16.75,-57.8,2.02,3.88,7.23,13.5,1.22,6.25,0.37,0.57,22,1.57,6.19,4.67,0.11,11,11,13.18
2010,6.78,40,33,29,-4,-12.1,1.87,4.74,4.7,12.4,1.08,6.25,0.35,0.69,20.8,2.44,6.2,4.93,0.1,11.2,9.56,13.99
2009,6.78,45,11.6,33,+21.4,+184.5,2.56,3.63,1.82,8.64,1.05,4.99,0.39,0.47,15.5,1.42,6.84,0,0.08,6.92,8.62,12.62
2008,6.78,49,45,11.6,-33.4,-74.2,3.49,2.76,2.14,8.84,0.93,4.36,0.41,0.54,15.1,2.65,4.6,1.54,0.09,6.23,8.85,12.95
2007,6.16,47,47.5,45,-2.5,-5.3,1.99,4.5,1.84,8.93,0.92,3.99,0.45,0.56,14.8,2.37,4.44,1.73,0.11,6.27,8.57,13.79
2006,5.61,49,69.1,47.5,-21.6,-31.3,0.8,3.04,2.47,7.74,1.69,3.96,-,0.39,13.8,1.75,5.66,0.7,0.13,6.49,7.29,12.99
2005,4.46,43,33.2,69.1,+35.9,+108.1,0.91,4.84,1.8,7.87,0.58,3.08,-,0.41,11.9,1.43,5.98,-,0.16,6.14,5.8,13.28
2004,3.45,-,25.9,33.2,+7.3,+28.2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,13.92
2003,2.8,-,31.1,25.9,-5.2,-16.7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,13.15
2002,2.19,-,34.5,31.1,-3.4,-9.9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,15.23
2001,1.42,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,15.17
2000,0.8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,18.45
