2017,19.3,55,15.9,23.4,+7.5,+47.2,9.95,7.52,7.88,31.1,2.93,11.8,0.29,0.54,47.3,4.91,6.26,-,0.52,8.81,38.5,20.83
2016,19.3,53,16.95,15.9,-1.05,-6.2,10.2,8.58,6.42,30.4,0.8,14.4,0.29,0.66,47.2,3.61,6.61,-,0.53,9.07,38.2,20.62
2015,19.3,53,24.75,16.95,-7.8,-31.5,9.29,9.91,8.86,35.9,0.87,14.8,1.64,0.91,54.9,5.68,10.9,-,0.81,14,40.9,21.39
2014,19.3,49,23.25,24.75,+1.5,+6.5,10.8,11.4,7.68,35.8,1.37,14.7,1.65,0.69,54.9,5.66,8.75,-,0.78,12.7,42.2,21.92
2013,19.3,51,18,23.25,+5.25,+29.2,11.7,9.42,11.6,38.8,0.95,14.9,1.66,0.61,57.7,6.14,11.9,0,0.73,15.5,42.1,21.12
2012,19.3,60,19.7,18,-1.7,-8.6,23.7,7.63,10.5,44.3,0.45,12.4,2.24,0.03,59.4,6.21,9.95,0.12,3.34,13.4,46,21.78
2011,19.3,55,26.9,19.7,-7.2,-26.8,13.1,14,14.1,48.3,0.57,13.8,2.49,0.05,65.2,6.9,11,0.79,3.55,15.3,49.9,23.15
2010,19.3,61,18.3,26.9,+8.6,+47,19.4,11.3,10.2,47.5,-,12.9,2.38,0.13,63,9.19,13.3,1.7,2.63,17.6,45.4,21.31
2009,19.3,52,11.05,18.3,+7.25,+65.6,17.1,8.31,8.12,37,-,14.8,2.45,0.38,54.6,5.89,7.12,2.88,1.9,11.9,42.8,20.2
2008,19.3,45,28,11.05,-16.95,-60.5,13.5,11.8,13.5,41.2,-,16.2,2.49,0.91,60.8,7.31,9.92,3.88,2.96,16.8,44.1,20.7
2007,16.9,52,24.55,28,+3.45,+14.1,16.1,18.3,16.2,55.2,-,15.7,1.09,0.35,72.4,15.8,17,7.75,3.33,28.1,44.3,21.49
2006,16.9,64,29.8,24.55,-5.25,-17.6,10.2,16.2,11.2,41,0,14.6,1.08,0.1,56.7,7.12,8.42,4.24,2.95,15.6,41.1,20.38
2005,14.6,53,31.2,29.8,-1.4,-4.5,3.41,15.6,18.4,39.4,0.05,8.73,1.2,0.27,49.6,8.23,10.2,-,2.95,13.2,36.4,21.05
2004,13.9,47,49.2,31.2,-18,-36.6,3.75,10.6,15.4,32.6,0.36,8.2,0.15,0.39,41.7,6.19,7.13,-,6.98,14.1,27.6,19.89
2003,12,51,38.2,49.2,+11,+28.8,3.03,9.22,15.2,30.8,0.7,9.3,0.26,0.54,41.6,6.43,9.27,-,5.63,14.9,26.7,22.24
2002,12,51,24.8,38.2,+13.4,+54,2.07,9.85,13.1,27.6,0.69,10.4,0.56,0.7,40,6.18,9.96,0,4.99,15,25,20.86
2001,12,49,39.2,24.8,-14.4,-36.7,1.14,7.39,7.98,18.5,4.75,4.67,0.27,0.07,28.3,2.18,3.68,0.14,1.25,5.07,23.2,19.34
2000,10.8,47,27.1,39.2,+12.1,+44.6,1.45,10.3,9,21.8,3.35,4.98,0.33,0.05,30.5,4.95,6.73,0.1,1.09,7.92,22.6,20.82
1999,9.36,49,44.9,27.1,-17.8,-39.6,1.71,5.24,7.05,15.6,2.48,5.32,0.33,0.23,23.9,3.5,3.75,0.12,0.94,4.81,19.1,20.41
1998,7.8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,21.74
1997,6.78,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,22.56
