2017,19.4,64,16.55,17.55,+1,+6,5.99,1.17,0.41,13.6,79,0.12,-,2.88,96,0.08,6.82,29,1.9,42.1,54,27.72
2016,19.8,64,12.2,16.55,+4.35,+35.7,5.88,1.65,0.41,12.8,77.5,0.13,-,3.04,93.8,0.24,24.7,12.2,1.87,43.3,50.6,25.71
2015,20,40,20.7,12.2,-8.5,-41.1,3.67,2.49,0.57,15.1,75,1.44,-,0.97,93,0.47,4.54,35.2,1.89,46,47,23.58
2014,20.3,45,19.95,20.7,+0.75,+3.8,6.32,1.34,0.89,10.9,77.4,3.39,-,1,93.2,0.77,4.86,34.9,1.83,46,47.2,23.13
2013,20.4,21,15.5,19.95,+4.45,+28.7,4.05,2.26,1.27,10.2,75.3,6.79,-,1.19,94,0.88,14.1,28.6,1.88,49,45,21.89
2012,20.4,36,13.8,15.5,+1.7,+12.3,4.52,2.93,1.98,11.5,1.97,12.4,0,61,86.9,1.55,8.02,37.1,1.96,51,36,17.42
2011,20.4,26,27.2,13.8,-13.4,-49.3,2.76,3.55,2.18,10.7,2,14.6,0,61.5,88.7,1.85,8.87,37.7,2.14,52.6,36.1,17.46
2010,20.4,38,22.65,27.2,+4.55,+20.1,2.4,5.23,3.15,13.3,1.61,17.8,0.07,58.4,91.1,3.57,6.75,40.6,2.15,53.4,37.7,18.19
2009,20.4,38,7.94,22.65,+14.71,+185.3,2.11,5.3,3.26,13.3,1.9,19.8,0.16,31.1,66.4,4.65,8.83,17,1.94,31.5,34.9,16.8
2008,20.4,30,17.4,7.94,-9.46,-54.4,3.06,3.75,3.99,13.6,1.61,22.2,0.26,31.8,69.4,3.32,8.34,20.3,2.11,34.4,35,16.85
2007,20.4,38,26.7,17.4,-9.3,-34.8,2.76,6.77,6,18.6,1.69,22.5,0.39,31.8,74.9,5.82,12.3,19.6,2.22,37.9,37.1,17.87
2006,19.8,45,12.35,26.7,+14.35,+116.2,2.35,6.71,4.92,17.2,1.72,21.3,0.47,31.4,72,5.21,12,21.8,2.35,39.4,32.6,16.19
2005,15.6,23,12.55,12.35,-0.2,-1.6,2.12,5.52,3.22,13.7,1.85,34.3,0.49,13,63.3,4.61,12.2,21.6,2.33,39.4,23.9,15.04
2004,15.7,38,15.7,12.55,-3.15,-20.1,3.77,4.12,3.08,12.9,4.39,29.2,0.68,9.54,56.7,3.17,12,12.6,1.94,29.8,26.9,17.43
2003,15.7,26,7,15.7,+8.7,+124.3,0.98,4.66,3.48,11.4,4.34,28.6,0.78,6.13,51.2,3.68,12.7,6.09,1.24,23.8,27.4,17.42
2002,15.7,34,6.2,7,+0.8,+12.9,0.72,3.51,4.13,10.3,5.88,17.7,0.75,4.58,39.1,2.65,9.08,5.66,1.95,18.5,20.6,13.11
2001,15.7,-,6,6.2,+0.2,+3.3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,12.8
2000,15.7,-,11.7,6,-5.7,-48.7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,13.62
1999,15.7,-,22.8,11.7,-11.1,-48.7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,13.4
1998,15.7,-,51.5,22.8,-28.7,-55.7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,13.87
1997,14.4,-,45,51.5,+6.5,+14.4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,15.2
1996,12.9,43,39.6,45,+5.4,+13.6,0.94,1.29,5.1,10.1,3.07,8.54,1.04,3.92,26.6,0.41,1.69,-,2.36,5.93,20.7,16.08
1995,11.7,43,62.5,39.6,-22.9,-36.6,1.31,1.3,4.95,9.43,2.2,8.9,1.09,4.01,25.6,0.33,1.2,-,2.33,5.42,20.2,17.26
1994,11.7,-,129.5,62.5,-67,-51.7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,16.83
1993,9.76,-,47.3,129.5,+82.2,+173.8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,20.39
1992,9.76,-,76,47.3,-28.7,-37.8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,19.72
1991,9.76,-,71.5,76,+4.5,+6.3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,19.58
1990,7.73,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,18.9
