2017,386,38,60.3,61.9,+1.6,+2.7,1988,1732,1353,5627,14.9,422,7.48,19.1,6134,1878,4734,0,9.08,4746,1388,34.36
2016,386,40,53,60.3,+7.3,+13.8,2029,1707,1222,5324,15.9,455,6.82,21.5,5874,2032,4271,194,8.5,4477,1397,34.47
2015,386,36,79.2,53,-26.2,-33.1,1327,1639,1223,4705,13.5,492,8.11,33.5,5316,1715,3690,209,12.3,3915,1401,34.44
2014,386,40,69.5,79.2,+9.7,+14,2221,1864,1007,5411,45.3,512,8.23,54,6078,2036,4420,230,9.43,4677,1401,34.34
2013,386,40,68.3,69.5,+1.2,+1.8,2074,1814,866,4964,42.5,480,8.77,44.1,5581,2080,3927,314,7.82,4270,1311,31.99
2012,385,40,63.7,68.3,+4.6,+7.2,1881,1956,962,5060,83.5,506,16.7,10.4,5676,2153,4164,187,13.6,4364,1312,32.24
2011,384,43,61.2,63.7,+2.5,+4.1,2639,1897,1139,6062,85.7,533,17.2,11,6709,2226,5141,327,2.73,5471,1238,30.35
2010,383,40,69.6,61.2,-8.4,-12.1,1370,1832,814,4483,121,482,16.4,16.9,5120,2120,3626,298,3.72,3929,1191,29.19
2009,378,45,34.6,69.6,+35,+101.2,648,1546,539,3194,108,384,16.5,70.9,3774,1794,2626,0.52,7.44,2634,1140,28.27
2008,365,45,46.05,34.6,-11.45,-24.9,592,1036,503,2466,108,423,13.6,24.8,3036,1368,1902,199,8.27,2110,926,23.95
2007,348,40,59.1,46.05,-13.05,-22.1,463,1288,762,2744,119,357,12.3,26.1,3258,1749,2258,52.4,0.05,2311,947,26.27
2006,336,36,46.1,59.1,+13,+28.2,273,741,431,1827,121,284,9.23,30.5,2272,919,1408,91.5,0.03,1499,772,21.53
2005,324,40,57,46.1,-10.9,-19.1,652,799,433,2171,102,1452,12.5,59.7,3798,1160,1778,819,1.67,2598,1199,21.41
2004,311,40,83.5,57,-26.5,-31.7,343,540,219,1279,210,239,1.13,7.85,1736,622,1027,57.2,0.35,1085,651,20.96
2003,280,47,57,83.5,+26.5,+46.5,317,425,257,1203,177,173,1.28,8.19,1562,559,833,106,0.5,940,623,22.23
2002,246,40,114,57,-57,-50,92,312,175,758,127,105,3.03,5.36,998,347,508,6.81,0.42,515,482,19.59
2001,208,57,84,114,+30,+35.7,148,242,107,542,102,76.4,1.87,7.8,730,206,316,9.48,0.32,325,404,19.42
2000,164,59,246,84,-162,-65.9,127,122,63.5,344,36.8,254,8.76,12.4,656,163,177,45.7,115,337,319,19.39
1999,116,-,401,246,-155,-38.7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,22.2
1998,42.8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,39.77
1997,21,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,38.27
1996,10.5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,22.77
