2017,261,38,8.95,9.26,+0.31,+3.5,121,895,3167,1404,80.8,21.7,75.9,5656,469,4490,131,72.6,5174,482,17.08
2016,261,41,9.33,8.95,-0.38,-4.1,110,1209,2824,1100,81.6,21.7,76.2,5327,444,4316,123,71.3,4965,362,13.8
2015,261,41,10.35,9.33,-1.02,-9.9,83.5,1183,2788,924,77.2,21.4,71.8,5085,349,4210,102,52.6,4733,352,13.39
2014,245,47,10.95,10.35,-0.6,-5.5,95.9,1369,2558,751,77.3,20.5,64.6,4865,443,3959,74,49.3,4542,323,13.07
2013,222,44,10.6,10.95,+0.35,+3.3,82.3,1235,2280,695,76.4,20.5,64.2,4402,342,3641,74,44.5,4115,287,12.82
2012,201,50,9.9,10.6,+0.7,+7.1,96.6,1294,1998,628,77.3,19.9,92.4,4110,421,3366,52,27.7,3867,243,11.88
2011,165,41,11.35,9.9,-1.45,-12.8,84.9,1341,1891,588,79.7,21.2,92.1,4014,502,3219,48.9,21.8,3792,222,11.27
2010,165,38,6.4,11.35,+4.95,+77.3,90,906,1884,670,81,23.7,93.1,3658,502,2889,48.9,16,3455,203,10.31
2009,192,34,5.15,6.4,+1.25,+24.3,57,891,1686,808,83.1,23.7,111,3602,598,2705,92.4,14.1,3410,193,7.56
2008,192,25,7.04,5.15,-1.89,-26.8,64.4,961,1785,769,85.8,25.1,130,3756,681,2776,99.9,13.1,3569,187,7.37
2007,192,25,9.15,7.04,-2.11,-23.1,56.2,850,2039,648,87,25.7,144,3795,825,2635,118,16,3594,201,7.92
2006,183,34,9.28,9.15,-0.13,-1.4,83.7,1048,2056,500,88.5,27.6,170,3890,755,2750,163,16.3,3684,206,10.22
2005,183,20,12.3,9.28,-3.02,-24.6,84.9,1253,1808,253,90.7,-,216,3621,183,2712,123,399,3417,204,10.04
2004,152,-,9.55,12.3,+2.75,+28.8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,12.35
2003,149,-,7.65,9.55,+1.9,+24.8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11.22
2002,149,-,5.6,7.65,+2.05,+36.6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,10.2
2001,149,-,5.9,5.6,-0.3,-5.1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11.1
2000,149,-,7.2,5.9,-1.3,-18.1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11.19
1999,142,-,10.4,7.2,-3.2,-30.8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11.51
1998,136,-,17.2,10.4,-6.8,-39.5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11.24
1997,128,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11.5
1996,123,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11.04
1995,123,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,10.79
1994,120,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,10.64
1993,120,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,10.69
