2017,134,41,13,15.4,+2.4,+18.5,3.08,1189,-,982,1.55,-,31,2204,1926,-,30,32.7,1974,230,17.14
2016,134,41,11.45,13,+1.55,+13.5,3.34,1109,-,908,1.58,-,13.2,2033,1768,-,25,26.1,1809,224,16.71
2015,134,44,11.25,11.45,+0.2,+1.8,2.94,1221,-,840,1.58,-,11.9,2076,1836,-,-,0.76,1852,224,16.67
2014,134,44,11.7,11.25,-0.45,-3.8,2.92,968,-,719,1.63,-,9.12,1699,1469,-,-,0.84,1484,215,15.98
2013,134,41,11.2,11.7,+0.5,+4.5,2.86,1149,-,722,1.66,-,9.21,1883,1660,-,-,1.11,1674,209,15.6
2012,134,-,10.4,11.2,+0.8,+7.7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,15.52
2011,134,-,10.5,10.4,-0.1,-1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,16.16
2010,134,-,9.16,10.5,+1.34,+14.6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,13.78
2009,168,-,4.82,9.16,+4.34,+90,-,-,-,-,-,-,-,-,-,-,-,-,-,-,12.88
2008,168,-,7.5,4.82,-2.68,-35.7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,12.72
2007,168,-,9,7.5,-1.5,-16.7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11.28
2006,168,-,10.4,9,-1.4,-13.5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11.19
2005,168,-,11.2,10.4,-0.8,-7.1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,12.3
2004,168,-,9.6,11.2,+1.6,+16.7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,12.07
2003,168,-,10,9.6,-0.4,-4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11.56
2002,168,-,5.5,10,+4.5,+81.8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,10.04
2001,168,-,5.7,5.5,-0.2,-3.5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,8.19
2000,172,-,9.05,5.7,-3.35,-37,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11.95
1999,165,-,14.4,9.05,-5.35,-37.2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,12.32
1998,144,-,17.1,14.4,-2.7,-15.8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,13.18
1997,125,-,25.3,17.1,-8.2,-32.4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,14.12
1996,90,-,37,25.3,-11.7,-31.6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,14.91
1995,59,-,41,37,-4,-9.8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,14.8
1994,40.5,-,51.5,41,-10.5,-20.4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,13.73
1993,34,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,13.44
1992,27,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,14.33
