2017,57.2,53,38.05,44.2,+6.15,+16.2,44.4,58.5,42.1,160,20.8,67.1,1.22,6.98,258,68.2,86.8,16.2,1.68,108,150,23.96
2016,56.9,55,20.05,38.05,+18,+89.8,56.2,55.5,32.3,157,22,68.4,1.04,7.22,257,65.5,85.9,16,1.49,106,151,24.35
2015,58.3,51,16.6,20.05,+3.45,+20.8,56.1,48.4,26.8,144,17.8,59.6,0.99,7.21,232,50.7,73.6,2.81,2.42,81.6,150,23.7
2014,58.2,47,15.45,16.6,+1.15,+7.4,55.8,60,28.2,154,17.2,65.5,1.05,6.28,245,55.1,89.3,7.11,2.63,102,143,22.99
2013,58.2,49,15.75,15.45,-0.3,-1.9,42.7,42.9,26.1,122,15.8,70.5,0.99,7.66,219,47.6,73.6,7.86,0.99,85.2,134,21.43
2012,58.2,43,14.15,15.75,+1.6,+11.3,39.2,49.7,27,121,11.3,73.6,7.38,5.02,218,52.4,84.7,6.54,0.97,92.2,126,20.31
2011,57.3,47,18.15,14.15,-4,-22,47.4,40.3,23.7,119,11.8,78.5,7.81,6.89,224,51,89.4,6.3,1.07,96.8,127,20.97
2010,57.2,47,30.6,18.15,-12.45,-40.7,46.7,36.5,21.9,110,13,69.1,6.61,5.21,203,48.4,86.3,0,1.08,87.3,116,19.8
2009,56,49,14.25,30.6,+16.35,+114.7,46.2,42.5,19.4,114,9.33,76.7,5.9,3.8,210,63.6,89.1,0,1.08,90.2,119,21.02
2008,53.7,51,26,14.25,-11.75,-45.2,32.2,33.2,21.7,93.2,6.01,74.2,5.81,3.75,183,55.2,70,0.84,3.08,73.9,109,19.95
2007,53.3,51,14.65,26,+11.35,+77.5,44.1,36.7,23.5,109,9.48,66.6,4,1.7,191,56.4,78.5,0,3.35,81.9,109,19.44
2006,32.1,43,24.05,14.65,-9.4,-39.1,36,18.3,19.5,77,21,14.6,0.26,0.46,113,34.3,45.3,10,1.2,56.5,56.8,18.82
2005,30.2,36,16,24.05,+8.05,+50.3,19.3,40.9,40,103,16.6,12.9,0.25,1.26,134,59,68.9,10,0.8,79.7,54.3,18.21
2004,24.7,-,16.4,16,-0.4,-2.4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,15.55
2003,24.7,-,26.2,16.4,-9.8,-37.4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,14.15
2002,21.9,-,37.4,26.2,-11.2,-29.9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,16.53
2001,19.4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,16.01
2000,18.3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,13.68
