2017,1105,44,9.08,9.67,+0.59,+6.5,289,5959,8694,945,123,23.3,224,15992,2062,11486,599,418,14609,1383,12.51
2016,1068,47,9.37,9.08,-0.29,-3.1,281,6223,8944,1267,126,32.1,169,16789,1847,12496,678,381,15450,1339,12.54
2015,1017,47,13,9.37,-3.63,-27.9,281,5543,8792,1181,130,27,174,15876,1992,11486,648,383,14559,1317,12.95
2014,947,47,14.85,13,-1.85,-12.5,455,6339,7910,902,138,28.4,148,15497,2002,11152,695,345,14241,1256,13.26
2013,821,47,12.45,14.85,+2.4,+19.3,364,3698,8082,2583,140,30.4,98.3,14659,1753,10866,654,256,13574,1085,13.21
2012,754,50,9.22,12.45,+3.23,+35,251,2538,7714,3069,120,31.2,97.8,13571,1452,10261,623,247,12584,987,13.08
2011,731,34,13.45,9.22,-4.23,-31.4,233,2413,7333,3003,123,21.7,106,13000,1388,9888,553,271,12099,901,12.32
2010,701,34,12.9,13.45,+0.55,+4.3,147,2226,7176,2641,117,21.6,127,12309,1365,9434,462,181,11441,867,12.37
2009,700,31,7.15,12.9,+5.75,+80.4,223,2166,6937,1905,119,22.9,130,11280,1157,8685,395,215,10451,829,11.84
2008,699,25,12.15,7.15,-5,-41.2,182,2317,6772,1723,118,23.9,143,11096,1158,8386,492,243,10279,817,11.68
2007,710,34,17.45,12.15,-5.3,-30.4,188,2993,6461,1413,118,24.2,226,11236,1220,8369,572,211,10372,864,12.36
2006,710,34,15.85,17.45,+1.6,+10.1,296,2651,6303,1940,124,-,232,11249,1668,7959,615,150,10392,857,12.4
2005,723,50,18.7,15.85,-2.85,-15.2,250,3963,6472,144,130,-,280,10988,1669,8071,139,156,10081,907,12.82
2004,399,48,17.2,18.7,+1.5,+8.7,118,2517,2972,173,81.6,-,206,5950,1223,3994,111,102,5430,519,13.02
2003,375,52,14.55,17.2,+2.65,+18.2,919,2240,2529,172,83.1,-,153,5177,869,3634,150,53.7,4707,470,12.53
2002,375,57,14.6,14.55,-0.05,-0.3,682,1728,2250,80,80.6,-,88.5,4227,899,2752,81.6,46.3,3779,448,11.95
2001,-,-,15.2,14.6,-0.6,-3.9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2000,-,-,18.5,15.2,-3.3,-17.8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1999,-,-,11.7,18.5,+6.8,+58.1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1998,-,-,17.5,11.7,-5.8,-33.1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
