2017,1023,38,51,50.7,-0.3,-0.6,2140,24602,17584,25232,573,283,561,69195,4827,22846,1926,2225,64307,4888,45.08
2016,1023,34,45,51,+6,+13.3,1763,24843,16366,20477,573,289,627,63513,3990,21213,1830,2035,59242,4271,39.4
2015,1023,41,50.7,45,-5.7,-11.2,2088,24893,16772,16239,546,303,846,59875,4575,20406,1529,1944,56114,3761,35.92
2014,1023,38,43.6,50.7,+7.1,+16.3,1786,25538,15992,11258,436,310,648,54384,4151,18071,1473,1978,50222,4161,39.87
2013,1023,38,35.1,43.6,+8.5,+24.2,1942,22428,13529,8819,340,135,248,45705,2733,15045,1140,1987,42539,3167,30.92
2012,953,34,32.05,35.1,+3.05,+9.5,1725,5175,12290,22653,337,135,241,40833,2242,13839,1063,1984,37780,3053,32.05
2011,901,38,40,32.05,-7.95,-19.9,2185,5186,11583,18691,325,138,258,36181,2041,12934,1048,1984,33845,2337,25.93
2010,856,31,39.3,40,+0.7,+1.8,1630,4932,10472,18534,239,117,213,34507,2316,13217,977,1836,32285,2223,25.44
2009,813,41,23.9,39.3,+15.4,+64.4,1066,6182,10307,13586,235,107,184,30603,1946,12649,755,1903,28473,2130,25.68
2008,772,34,28.8,23.9,-4.9,-17,756,4944,9177,5525,222,16.5,183,20067,1870,11516,810,750,18584,1483,18.62
2007,772,38,30.5,28.8,-1.7,-5.6,534,4394,8077,5212,218,14.3,124,18039,1975,9827,789,1015,16337,1702,21.47
2006,772,34,28.2,30.5,+2.3,+8.2,593,4760,7321,4787,219,5.65,153,17245,1801,9412,1014,840,15567,1678,21.19
2005,772,33,32.5,28.2,-4.3,-13.2,848,6998,6468,1925,234,6.24,910,16541,2774,8744,829,2559,14944,1597,20.16
2004,811,41,32.5,32.5,0,0,469,7433,5217,1812,233,10.6,425,15131,2198,9113,149,1939,13563,1568,18.33
2003,825,52,27.6,32.5,+4.9,+17.8,2405,6160,5164,798,181,10.6,271,12584,1096,7913,124,1437,11119,1465,17.74
2002,829,48,30.4,27.6,-2.8,-9.2,1822,5250,5176,758,180,8.11,203,11575,1042,7213,459,1039,10187,1388,16.74
2001,546,41,20.3,30.4,+10.1,+49.8,364,2761,1434,211,93.9,8.41,118,4627,642,2204,12.1,753,3611,1015,21.03
2000,-,-,25.8,20.3,-5.5,-21.3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1999,-,-,34.79,25.8,-8.99,-25.8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1998,-,-,69,34.79,-34.21,-49.6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1997,-,-,73,69,-4,-5.5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1996,-,-,80,73,-7,-8.8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1995,-,-,151,80,-71,-47,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1994,-,-,243,151,-92,-37.9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1993,-,-,96,243,+147,+153.1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
