2017,115,47,28.15,37.25,+9.1,+32.3,44.4,458,1429,790,23.9,-,7.51,2712,468,1804,9,12.3,2342,370,32.25
2016,115,47,23.4,28.15,+4.75,+20.3,49.9,495,1243,670,24.6,-,6.58,2441,288,1738,0,3.63,2113,328,28.62
2015,120,50,32.85,23.4,-9.45,-28.8,88.9,481,1236,625,24.9,-,5.22,2376,350,1694,0,2.9,2091,285,24.52
2014,120,53,28.4,32.85,+4.45,+15.7,119,500,1216,602,25.5,-,7.21,2353,438,1592,0,1.68,2081,271,22.6
2013,120,53,21.75,28.4,+6.65,+30.6,163,571,1075,460,26.8,-,4.67,2140,395,1456,0,1.68,1897,243,20.24
2012,105,50,17.05,21.75,+4.7,+27.6,38.3,561,965,381,25.6,0,8.83,1941,273,1394,14.9,8.5,1740,201,19.12
2011,105,50,17,17.05,+0.05,+0.3,35,486,945,296,26.5,0,8.76,1762,159,1361,14.6,7.7,1607,155,14.95
2010,105,50,9.18,17,+7.82,+85.2,24.2,404,959,286,29,0.14,10.3,1688,143,1347,20.4,12.6,1557,131,12.45
2009,105,34,5.78,9.18,+3.4,+58.8,26.7,326,946,305,31.7,0.62,10.3,1619,69.3,1352,6.01,12.6,1508,112,10.62
2008,105,38,8.6,5.78,-2.82,-32.8,64,308,1048,100,33.5,1.31,11.8,1504,29.6,1342,6.01,15.6,1393,110,10.6
2007,108,38,10.35,8.6,-1.75,-16.9,28.3,315,1302,46.8,34.7,1.73,12.8,1713,95.3,1477,6.06,22.4,1600,112,10.36
2006,108,38,11.6,10.35,-1.25,-10.8,44.4,457,1415,40.3,38.9,-,14.2,1966,140,1659,38.4,18.4,1856,110,10.15
2005,108,32,16.3,11.6,-4.7,-28.8,23.9,366,1117,6.59,38,-,16.8,1544,32.3,1361,30,3.34,1435,109,10.05
2004,72.4,-,7.3,16.3,+9,+123.3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,10.35
2003,72.4,-,5.65,7.3,+1.65,+29.2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,9.48
2002,72.4,-,4.02,5.65,+1.63,+40.5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,8.79
2001,72.4,-,3.67,4.02,+0.35,+9.5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11.35
2000,72.4,-,7.3,3.67,-3.63,-49.7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11.28
1999,72.4,-,16.39,7.3,-9.09,-55.5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11.7
1998,72.4,-,33.1,16.39,-16.71,-50.5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,13.35
1997,64.7,-,49,33.1,-15.9,-32.4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,14.59
1996,54.6,-,63.5,49,-14.5,-22.8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,15.8
1995,44,-,90.5,63.5,-27,-29.8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,17.79
1994,33.5,-,109.5,90.5,-19,-17.4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,19.38
1993,27,-,67,109.5,+42.5,+63.4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,15.66
1992,22.7,-,107,67,-40,-37.4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,15.83
1991,17.2,-,176,107,-69,-39.2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,17.82
1990,12,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,23.96
