2017,1360,50,23,24.05,+1.05,+4.6,1439,14446,17622,3047,220,3.83,39.6,35473,7478,23866,330,200,32492,2981,21.92
2016,1360,50,21.25,23,+1.75,+8.2,981,12692,17153,3008,218,2.7,27.7,33198,7243,21713,479,171,30278,2920,21.47
2015,1360,53,24.45,21.25,-3.2,-13.1,1529,13658,17733,2228,218,3,65.2,33985,7384,22301,442,218,31051,2935,21.57
2014,1245,56,25.1,24.45,-0.65,-2.6,1716,13116,17340,1891,221,3.08,63.2,32706,8111,20364,621,224,30094,2612,20.97
2013,1245,56,22.6,25.1,+2.5,+11.1,3680,12081,16546,2126,222,3.18,88.1,31136,8015,19337,614,186,28720,2416,19.39
2012,1145,53,20.2,22.6,+2.4,+11.9,3135,7769,15025,4063,227,3.12,173,27259,6241,17182,690,251,25119,2141,18.67
2011,1128,53,22.45,20.2,-2.25,-10,3230,8009,14621,3190,214,2.97,147,26184,6487,15886,668,256,24152,2032,17.98
2010,1106,50,18.5,22.45,+3.95,+21.4,2717,7098,13368,4302,211,2.37,115,25097,6148,15586,642,181,23085,2012,18.16
2009,1106,53,11.45,18.5,+7.05,+61.6,3142,6546,12818,5242,232,3.24,134,24975,6677,14846,614,159,23012,1963,17.69
2008,1106,41,19.95,11.45,-8.5,-42.6,2718,6959,13214,3578,249,0.68,94.6,24096,7708,13168,588,187,22316,1780,16.05
2007,1106,47,23.95,19.95,-4,-16.7,1000,6888,12106,3780,239,3.45,91.7,23108,7591,12326,521,206,21162,1947,17.54
2006,1117,47,21.35,23.95,+2.6,+12.2,522,6675,11269,4084,246,2.92,104,22382,8276,10719,529,201,20377,2004,18.06
2005,1137,55,21.9,21.35,-0.55,-2.5,504,9208,10968,1693,251,-,266,22385,7023,12161,247,522,20464,1921,17.28
2004,1137,57,20.4,21.9,+1.5,+7.4,647,8910,10314,1479,240,-,265,21209,6198,11190,518,277,19545,1664,16.59
2003,1140,55,16.8,20.4,+3.6,+21.4,241,7040,9446,610,232,-,251,17580,3558,9899,451,661,16014,1565,13.73
2002,1105,41,21.3,16.8,-4.5,-21.1,474,6528,8902,497,236,0.91,332,16496,3758,9286,271,199,15071,1425,12.9
2001,-,-,26,21.3,-4.7,-18.1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2000,-,-,43.5,26,-17.5,-40.2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1999,-,-,36.6,43.5,+6.9,+18.9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1998,-,-,68.5,36.6,-31.9,-46.6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1997,-,-,81,68.5,-12.5,-15.4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1996,-,-,58.5,81,+22.5,+38.5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
