2017,50.6,45,17.5,21.15,+3.65,+20.9,27.6,29,131,197,2.34,114,0.94,4.48,329,87.9,191,43.1,5.6,251,78.1,10.22
2016,50.6,30,17.5,17.5,0,0,23.4,28.7,130,197,6.16,120,0.87,4.56,339,138,230,21.1,6.25,268,70.9,9.26
2015,50.6,36,25,17.5,-7.5,-30,36.6,25.6,16,211,8.85,131,0.77,5.96,365,89.1,210,44.5,15.1,280,84.7,11.51
2014,50.6,38,52.4,25,-27.4,-52.3,26.5,30.8,22.5,218,10.8,149,0.81,9.97,392,82.2,223,25.7,20.8,281,110,15.47
2013,50.6,40,36.15,52.4,+16.25,+45,29.3,36.5,146,220,5.97,139,1.13,12.1,380,57,173,57.7,22.1,265,115,16.42
2012,50.6,38,32.25,36.15,+3.9,+12.1,30.1,36.9,136,209,2.61,127,4.93,9.88,354,51.2,164,49.4,19.9,244,110,15.9
2011,50.6,38,38.2,32.25,-5.95,-15.6,24.7,33,125,189,0.68,99,5.13,14.7,309,42.2,75,105,18.7,209,99.9,15.31
2010,50.6,47,43.6,38.2,-5.4,-12.4,18,26.5,123,171,1.63,81.3,2.97,9.91,267,38.3,59.2,94.9,17,179,88.7,13.01
2009,50.6,45,22,43.6,+21.6,+98.2,16.4,22.4,18.8,62,1,70.5,2.26,13.4,149,35,54.6,15.8,15.8,93.6,55.5,10.87
2008,50.6,43,18.45,22,+3.55,+19.2,10.3,19,19.4,53.5,2.43,65.2,2.77,11.3,135,28.7,45,17.6,15.2,85.3,49.8,9.68
2007,50.6,40,23.15,18.45,-4.7,-20.3,8.82,18.3,19.4,53.6,2.85,64.9,3.87,10.7,136,30.2,53,16,14,90.4,45.4,8.84
2006,50.6,43,9.35,23.15,+13.8,+147.6,6.57,19,15.2,48.1,2.1,63.2,4.81,10.8,129,27,47.6,19.1,13.3,87.4,41.6,8.04
2005,50.6,38,12.3,9.35,-2.95,-24,7.45,17.5,14.7,43.3,2.51,62,5.62,14.3,128,28.6,42.7,26.1,13.3,89.9,37.8,7.25
2004,50.6,30,9.6,12.3,+2.7,+28.1,4.65,15.7,14.2,40.6,4.6,60.8,6.33,14.8,127,27.4,42.4,29.2,14,93.4,33.7,6.66
2003,50.6,40,10.3,9.6,-0.7,-6.8,5.16,24.5,13.2,45.1,11.5,59.1,7.37,12.7,136,22,41.4,30.5,13,98.9,36.9,7.29
2002,50.6,43,6.45,10.3,+3.85,+59.7,7.62,23.2,11.4,45.1,9.41,59.7,8.66,12.4,135,22.1,56.9,14.8,12.3,98.3,36.9,7.28
2001,50.6,34,7.55,6.45,-1.1,-14.6,7.21,24,12.3,48.3,9.86,57.1,9.75,14.7,140,23.5,62.8,14.7,13.3,105,34.2,7.17
2000,50.6,34,8.15,7.55,-0.6,-7.4,5.01,25.4,12.5,49.5,16.4,58.2,8.5,21,154,24.6,80.2,7.94,13.3,116,37.4,7.92
1999,50.6,26,15.9,8.15,-7.75,-48.7,5.62,26.9,11.3,59.1,16,58.2,8.34,20.7,162,24.5,88,14.8,10.7,129,33.6,7.94
1998,50.6,32,65.5,15.9,-49.6,-75.7,13.1,27.9,13.9,97.8,14.5,63.3,4.79,16.4,197,23.8,98.8,22.5,13.7,151,45.9,12.67
1997,50.6,32,25.2,65.5,+40.3,+159.9,4,15,15.4,39.7,18.3,78.2,6.75,14.3,157,14.3,36,14.2,9.97,81.6,75.7,14.66
1996,46.9,32,22.9,25.2,+2.3,+10,5.08,14.6,14.1,38.6,14.2,78.8,8.69,14.7,155,14.5,33.4,14.4,11.3,80.6,74.5,15.67
1995,42.6,43,42.7,22.9,-19.8,-46.4,2.17,13.2,12.2,29.2,16.5,79.6,9.01,12,146,15,25.7,12.2,9.66,69,77.2,18.08
1994,39.4,-,33.7,42.7,+9,+26.7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,13.21
1993,35.2,-,25.8,33.7,+7.9,+30.6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,14.17
1992,31.4,-,44.8,25.8,-19,-42.4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,15.41
1991,27.8,-,32,44.8,+12.8,+40,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,16.97
1990,26.5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,17.97
