2017,146,30,11.9,10.55,-1.35,-11.3,74.8,279,151,521,85.5,238,3.59,21.3,893,244,483,103,11.9,616,278,12.2
2016,146,34,9.61,11.9,+2.29,+23.8,64.4,243,148,474,85.3,233,2.99,18.4,837,260,458,84.8,7.12,567,270,11.93
2015,146,34,14.7,9.61,-5.09,-34.6,33.7,64.6,46.8,158,155,70.2,0.42,9.3,416,64.4,189,29.2,5.74,244,172,12.23
2014,146,32,10.95,14.7,+3.75,+34.2,14.9,197,52.5,276,168,61.1,0.46,6.99,535,168,277,62.3,5.5,363,173,12.08
2013,146,26,6.48,10.95,+4.47,+69,24.8,81.5,38.4,208,145,49.6,0.95,6.76,433,72.2,181,88.6,6.03,290,143,10.15
2012,146,30,6.3,6.48,+0.18,+2.9,18.9,106,35.5,172,160,57.2,0,9.17,398,76.1,137,80.7,4.17,224,174,12.99
2011,146,34,10.75,6.3,-4.45,-41.4,21.4,53.1,41.7,128,194,55.2,0,12.1,389,53,132,53.2,4.27,192,198,14.78
2010,146,34,9.5,10.75,+1.25,+13.2,30.8,73.2,49.3,172,202,46.1,0,10.2,430,70.5,156,52.7,3.69,212,218,15.5
2009,146,28,6.05,9.5,+3.45,+57,14.6,48.9,17.4,86.7,219,39.4,0.05,11,356,40.3,67.2,62.9,3.2,133,223,15.89
2008,146,34,10.95,6.05,-4.9,-44.7,19,69.9,22.2,120,193,40.3,0.13,5.78,359,70.7,108,53.9,4.06,166,193,13.5
2007,143,38,12.95,10.95,-2,-15.4,22.3,50.5,25.1,102,197,40.3,0.13,7.23,347,62.9,91.1,24.3,3.22,119,228,16.41
2006,140,36,13.95,12.95,-1,-7.2,10.4,32.1,20.1,71.3,172,37.9,0.13,5.52,286,40.3,69.2,0.5,2.39,72.1,214,15.74
2005,137,32,13.85,13.95,+0.1,+0.7,25.9,124,69.3,226,113,78.5,0.48,4.24,423,107,173,37,2.36,212,211,12.87
2004,129,32,19.4,13.85,-5.55,-28.6,27.4,122,77.9,237,103,62.3,0,3.21,406,100,166,38.3,34.4,239,167,13.32
2003,119,40,17.9,19.4,+1.5,+8.4,18.8,74.1,53.3,156,103,54.6,0.04,4.38,318,56.6,93.7,33.3,28.4,155,163,13.64
2002,108,40,24.3,17.9,-6.4,-26.3,13.5,62.7,44.4,125,89.7,44.2,0.04,4.11,263,42.8,61.4,37.9,19.7,119,144,13.34
2001,94.7,45,15.6,24.3,+8.7,+55.8,30,56.1,44.7,136,65.7,44.1,-,4.26,250,44.4,89.2,10,19.8,119,131,13.84
2000,81.9,36,72.5,15.6,-56.9,-78.5,32.1,63.7,44.4,144,74.9,29.1,-,3.24,251,38.7,102,10,14.9,127,124,15.12
1999,64.1,62,45.1,72.5,+27.4,+60.8,43.3,25.3,32.7,105,53.2,27.2,-,4.62,190,23.5,65.3,1.18,4.87,71.3,119,18.49
1998,50.8,47,35.5,45.1,+9.6,+27,21.4,24.7,21.3,70.3,45.5,23,-,3.33,142,18.4,52.9,0,4.45,57.4,84.7,16.66
1997,40.3,47,31.8,35.5,+3.7,+11.6,19.1,20,20.4,62.1,39.1,13.5,-,2.12,117,17.9,45.3,5.02,1.32,51.6,65.2,17.15
1996,27.7,38,30.7,31.8,+1.1,+3.6,20,20.9,18.8,71.3,14.6,20.7,-,2.6,109,13.4,44.8,17.1,3.15,65,44.2,15.96
1995,24,32,63.5,30.7,-32.8,-51.7,11.5,22.9,26.4,65.2,6.99,20.4,-,2.76,95.4,16.3,42.7,8.79,2.54,54,41.4,17.21
1994,17.7,-,74.5,63.5,-11,-14.8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,17.94
1993,14.7,-,27.7,74.5,+46.8,+169,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,16.64
1992,12.7,-,43.6,27.7,-15.9,-36.5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,12.86
1991,12,-,39.6,43.6,+4,+10.1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,13.91
1990,10.7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,14.44
