2017,31.8,51,33.45,31.6,-1.85,-5.5,26.7,16.5,11.5,57.9,0.19,22.4,0.38,2.02,84.2,13.4,14.1,-,1.98,16.1,68.1,21.4
2016,31.8,51,51,33.45,-17.55,-34.4,29.6,18.4,17.7,68.9,0.9,19.9,0.35,1.99,93,16.8,18.5,-,1.85,20.5,72.5,22.77
2015,31.8,53,32.1,51,+18.9,+58.9,29.6,18.4,21.3,79.6,1.12,18.8,0.37,1.8,103,21.3,25.8,-,1.71,27.9,74.8,23.43
2014,31.8,53,34.6,32.1,-2.5,-7.2,37.9,11.9,13.1,73.4,0.56,16.4,0.41,1.73,93.8,16.3,20.2,-,1.61,22.1,71.6,22.37
2013,31.8,55,24.85,34.6,+9.75,+39.2,39,16.8,10.4,73.8,0.63,15.1,0.47,1.2,92.4,17,20.7,-,1.56,22.3,70.1,21.99
2012,31.8,53,32.9,24.85,-8.05,-24.5,37.4,16.1,8.91,64.4,0.93,14.3,0.78,2.58,83,12.3,15.2,0,0.97,16.2,66.9,20.9
2011,31.8,55,57.4,32.9,-24.5,-42.7,35.2,18.3,16.7,74.3,1.16,16,0.78,2.54,94.8,21.7,25.2,0,0.96,26.2,68.6,21.36
2010,31.8,64,61.7,57.4,-4.3,-7,34.3,17.2,13.4,68.5,1.84,16.2,0.31,2.77,89.6,19.5,22.5,0,0.93,23.5,66.1,20.82
2009,31.8,60,36.35,61.7,+25.35,+69.7,15.3,19,9.34,67.2,1.67,15.7,0.4,1.96,87,17.8,21.3,0,0.99,22.3,64.7,20.28
2008,31.8,68,108,36.35,-71.65,-66.3,32.9,21.3,10.8,67.5,0.71,16.6,0.51,2.2,87.6,19.7,23.7,0.2,0.81,24.7,62.9,19.8
2007,26.3,68,43.1,108,+64.9,+150.6,26.1,24.8,9.21,61.5,1.27,15,0.53,2.25,80.5,21.9,24.5,0,0.78,25.3,55.2,20.96
2006,23.2,57,30.5,43.1,+12.6,+41.3,15.1,14.9,7.29,38.6,1.44,13.4,0.25,3.09,56.8,14.4,16.9,0,0.76,17.7,39.1,16.67
2005,21.3,49,25,30.5,+5.5,+22,9.88,9.62,6.19,26.8,1.59,11.6,0.33,3.89,44.2,8.98,11.5,-,0.69,12.2,32,15.02
2004,19.8,-,44,25,-19,-43.2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,14.49
2003,17.3,-,27.4,44,+16.6,+60.6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,15.9
2002,15.9,-,55,27.4,-27.6,-50.2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,15
2001,13.6,-,46.5,55,+8.5,+18.3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,16.61
2000,9.78,-,229,46.5,-182.5,-79.7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,17.43
1999,7.33,-,90.5,229,+138.5,+153,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,18.8
1998,5.5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,19.01
