2017,37.5,38,183,163.5,-19.5,-10.7,78.7,121,144,359,4.47,82.6,2.13,20.3,478,115,240,5.97,9.34,268,210,52.31
2016,37.5,43,219,183,-36,-16.4,67.6,118,145,350,4.01,72.8,1.88,14.8,452,109,230,0.01,9.82,252,200,53.24
2015,37.5,45,281,219,-62,-22.1,78.4,114,141,354,4.27,76.5,1.85,15.1,460,104,233,0.1,12,255,204,54.28
2014,37.5,47,205,281,+76,+37.1,64.7,117,126,349,4.39,76.6,1.77,13.7,452,106,233,0.75,12.3,256,195,51.67
2013,37.5,47,166.5,205,+38.5,+23.1,54.5,102,115,305,4.09,75.3,1.82,12.8,405,92.7,206,1.19,12.5,229,176,46.36
2012,37.5,45,117,166.5,+49.5,+42.3,55,105,116,300,1.91,72.6,10.4,4.56,389,97.9,208,10.4,12.7,232,157,41.2
2011,37.5,45,119,117,-2,-1.7,48.9,90.2,106,257,0.15,69.6,10,4.54,341,87.9,162,14.9,10.5,188,153,39.89
2010,37.5,45,89.6,119,+29.4,+32.8,55.3,91.2,86.4,240,0.15,50.2,8.16,4.31,303,76.8,149,13.9,7.82,170,132,34.46
2009,35.5,45,72.9,89.6,+16.7,+22.9,34.1,74.7,73.8,189,0.15,48.3,5.59,3.67,247,68.4,126,6.29,2.95,135,112,30.78
2008,29.6,40,72.6,72.9,+0.3,+0.4,20.1,89.2,87.5,201,0.15,47.6,6,4.04,259,83.7,150,11.1,2.35,163,96,31.39
2007,28,45,53.5,72.6,+19.1,+35.7,21.6,79.6,62.3,167,0.2,37.4,5.01,2.78,213,61.1,117,14.2,2.71,134,78.7,27.34
2006,28,36,63.5,53.5,-10,-15.7,15.1,56.4,55.8,131,0.15,33.8,2.77,2.47,170,43.1,92.9,10.1,2.87,106,64.3,22.26
2005,28,38,54.5,63.5,+9,+16.5,12.5,53.1,53.2,123,0.15,31.6,3.04,2.38,161,39.5,84.2,11.4,2.08,97.7,62.8,21.41
2004,28,38,41.2,54.5,+13.3,+32.3,13.6,51.1,45.4,115,6.68,20.8,1.66,2.08,146,37.9,79.6,7,2.02,88.7,57.4,20.49
2003,28,45,45.9,41.2,-4.7,-10.2,15.3,38.3,31.6,95.8,4.55,20,1.17,2.03,124,29,62.4,2.5,1.66,66.5,57,20.35
2002,28,38,33.5,45.9,+12.4,+37,10.4,36.3,31.6,89.8,2.72,18.2,1.24,1.89,114,31,59.5,2.29,1.33,63.1,50.7,18.08
2001,26.1,38,44.5,33.5,-11,-24.7,8.6,35.6,29,84.1,3.43,17,1.29,1.66,107,19.1,54.3,6.8,1.17,62.2,45.2,17.3
2000,22.7,40,32.7,44.5,+11.8,+36.1,10.5,41.8,29.4,83.8,8.04,11.2,0.02,2.42,105,31.2,62.9,1.74,0.35,65,40.5,17.8
1999,19.8,40,63.5,32.7,-30.8,-48.5,12.8,30.8,22.1,67.3,6.75,10.9,0.14,1.88,87,22.1,50.4,2.8,0.36,53.6,33.4,16.91
1998,18,40,45.3,63.5,+18.2,+40.2,11,34.7,29.6,76.5,6.78,11.6,0.04,2.59,97.5,18.7,59.4,5.44,0.33,65.1,32.3,18
1997,16.3,43,48,45.3,-2.7,-5.6,15.2,31.7,23.8,72,4.7,10.9,0,2.78,90.4,15.4,43.3,17.2,2.1,62.6,27.9,17.06
1996,14.8,40,39.5,48,+8.5,+21.5,11.5,24.7,20.6,59.4,1.7,10.8,0,2.93,74.9,12,33.3,15.1,0.69,49.1,25.8,17.37
1995,13.5,30,64,39.5,-24.5,-38.3,4.27,27,23,58.1,1.54,13,0.01,3.17,75.8,13,33.2,16.2,0.8,50.2,25.7,19.02
1994,10.9,-,58.5,64,+5.5,+9.4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,19.08
1993,8.7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,21.5
1992,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,22.44
