2017,8.89,64,23.5,23,-0.5,-2.1,1.7,0.7,0.68,5.24,0.4,8.65,0.13,0.35,15,0.95,1.2,-,0,1.29,13.7,15.04
2016,8.89,51,24.25,23.5,-0.75,-3.1,1.77,0.84,0.61,4.54,0.38,8.67,0.14,0.22,14,0.83,1.12,-,0,1.24,12.8,14.39
2015,8.89,49,35.85,24.25,-11.6,-32.4,0.96,0.88,0.54,4.35,0.24,8.85,2.61,0.22,16.3,0.86,1.21,-,0.01,1.33,15,16.87
2014,8.89,51,42.2,35.85,-6.35,-15,3.15,0.32,0.54,4.12,0.23,9.2,3.42,0.34,17.4,0.97,1.33,-,0.01,1.45,16,17.97
2013,6.09,60,46.35,42.2,-4.15,-9,5.43,0.29,0.17,12,0.17,1.18,0.09,0.14,13.7,0.65,5.36,0,0,5.36,8.37,13.75
2012,6.09,55,35.5,46.35,+10.85,+30.6,10,0.37,0.18,12.3,0.42,1.29,1.66,0.15,15.8,0.37,5.63,0,0,5.63,10.2,16.68
2011,5.26,55,86.1,35.5,-50.6,-58.8,10.2,0.51,0.14,11.1,0.3,1.49,0.13,1.89,14.9,0.45,1,4.85,0,5.85,9.08,12.87
2010,5.41,79,76.2,86.1,+9.9,+13,7.91,1.25,0.18,9.45,0.57,1.7,0.13,1.8,13.7,0.87,1.28,0,5,6.28,7.38,13.44
2009,4.93,81,11.95,76.2,+64.25,+537.7,3.3,1.19,0.15,4.75,0.57,1.72,0.13,0.07,7.24,0.63,0.88,0,0,0.88,6.36,12.7
2008,5.02,73,16,11.95,-4.05,-25.3,3.68,1.1,0.08,4.94,-,1.69,-,0.19,6.81,0.61,0.71,0,0,0.71,6.1,11.94
2007,4.49,79,-,-,-,-,2.82,1.01,0.14,4.08,0.01,1.46,-,0.16,5.72,0.41,0.47,0,0,0.47,5.25,11.2
2006,4.47,62,-,-,-,-,2.97,0.79,0.15,4.08,0.02,0.96,0,0.15,5.21,0.36,0.57,0,0.02,0.59,4.62,9.92
2005,3.28,53,-,-,-,-,0.7,0.72,0.13,1.63,0.12,1.06,0.2,0.13,3.14,0.18,0.22,-,0.01,0.23,2.9,7.54
2004,3.27,45,-,-,-,-,0.25,0.24,0.16,1.5,0.04,1.16,0.23,0.15,3.09,0.13,0.15,-,0.4,0.55,2.55,7.79
2003,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,8.28
2002,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,9.51
