2017,82.1,34,79,73.1,-5.9,-7.5,104,86.4,73.8,385,36,108,23.2,23.9,666,263,328,-,0.06,329,337,41.05
2016,82.2,36,78,79,+1,+1.3,301,161,142,686,54.5,120,38.8,42.8,1031,446,513,-,0.22,514,518,62.98
2015,83.2,32,142,78,-64,-45.1,353,190,191,864,53.4,154,55.6,79.2,1294,546,645,-,0.3,646,648,78.27
2014,83.5,43,141,142,+1,+0.7,557,297,172,1103,28.2,234,72.1,116,1638,760,833,-,0.43,835,803,97.02
2013,84.2,34,300.5,141,-159.5,-53.1,533,255,236,1115,48.3,256,86.6,134,1726,843,945,-,2.56,949,777,94.37
2012,85.2,47,497,300.5,-196.5,-39.5,539,479,238,1397,102,257,115,196,2066,1152,1262,0,0.6,1262,804,96.69
2011,85.2,60,900,497,-403,-44.8,875,647,284,1934,36.9,215,226,134,2546,1348,1521,0,0.43,1522,1024,121.03
2010,81.8,62,366.5,900,+533.5,+145.6,745,616,264,1686,12.3,140,9.36,55.5,1904,1046,1156,0.12,0.14,1157,747,92.48
2009,78.9,68,327,366.5,+39.5,+12.1,646,271,55.6,1044,8.1,99,2.4,35.8,1190,465,533,0.24,0.01,533,657,83.2
2008,75.5,68,599,327,-272,-45.4,642,295,82.5,1043,5.41,89.2,2.9,17.4,1157,483,550,0.47,0.06,551,607,81.38
2007,57.3,77,645,599,-46,-7.1,565,195,72.4,858,5.02,42.2,1.75,7.55,914,311,352,0.76,0.01,352,562,97.84
2006,43.6,77,616,645,+29,+4.7,350,192,59.6,628,0.03,31.7,-,4.77,665,216,238,0,0.01,238,427,97.63
2005,35.7,60,153,616,+463,+302.6,164,145,53.2,370,0.02,26.1,-,4.91,401,160,172,0,0.01,172,230,64.38
2004,27.1,-,124.5,153,+28.5,+22.9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,41.89
2003,21.7,-,148,124.5,-23.5,-15.9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,35.2
2002,16.3,-,174,148,-26,-14.9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,26.82
2001,12.8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,24.08
