2017,998,47,11.8,13.85,+2.05,+17.4,220,6360,9596,510,191,22.8,70.1,16775,2053,11945,747,461,15222,1553,14.4
2016,951,50,11.4,11.8,+0.4,+3.5,203,6085,8773,517,185,22,157,15770,1927,11041,825,475,14281,1489,14.33
2015,886,50,13.05,11.4,-1.65,-12.6,223,5870,8346,470,182,20.2,278,15202,2192,10405,845,500,13953,1250,13.02
2014,884,41,14.65,13.05,-1.6,-10.9,231,4861,8058,457,180,20,213,13830,1856,9653,612,557,12688,1142,11.91
2013,751,47,11.55,14.65,+3.1,+26.8,615,6593,18457,2885,415,216,65.7,28710,2815,22506,926,372,26730,1980,13.47
2012,689,47,10.5,11.55,+1.05,+10,536,3888,17873,4565,416,217,248,27207,2776,21396,977,249,25408,1800,13.09
2011,633,47,17.25,10.5,-6.75,-39.1,649,3620,17232,4498,412,220,237,26220,2948,20242,972,247,24416,1803,14.13
2010,591,44,12.6,17.25,+4.65,+36.9,477,3631,15777,4396,420,221,246,24691,2683,19321,917,93.8,23027,1664,13.97
2009,532,41,5.78,12.6,+6.82,+118,354,4243,15062,3365,429,206,443,23748,2736,18426,887,116,22185,1563,14.36
2008,571,25,13.45,5.78,-7.67,-57,405,4557,14918,2881,440,208,520,23524,3404,17318,1124,194,22052,1472,12.1
2007,571,38,19.1,13.45,-5.65,-29.6,376,4994,14662,2537,449,208,540,23389,3795,16690,1130,182,21814,1576,13.36
2006,571,25,17.2,19.1,+1.9,+11,598,5207,13804,2985,460,224,626,23306,4182,16281,1130,163,21778,1528,12.94
2005,512,32,29.8,17.2,-12.6,-42.3,731,8205,13738,522,471,-,558,23494,3640,17775,420,235,22070,1424,14.09
2004,441,52,25.1,29.8,+4.7,+18.7,128,3298,4759,328,211,-,51,8648,1792,5766,217,134,7908,739,16.23
2003,368,50,17.8,25.1,+7.3,+41,82.8,1775,3925,337,198,-,74.3,6309,1082,4387,205,60.5,5734,575,14.11
2002,363,43,12.95,17.8,+4.85,+37.5,55.2,1498,3346,72.8,194,-,446,5557,994,3966,32,58.4,5050,508,12.59
2001,-,-,14.4,12.95,-1.45,-10.1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2000,-,-,17.6,14.4,-3.2,-18.2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1999,-,-,12.1,17.6,+5.5,+45.5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1998,-,-,25.3,12.1,-13.2,-52.2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1997,-,-,29.7,25.3,-4.4,-14.8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1996,-,-,12.4,29.7,+17.3,+139.5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1995,-,-,12.85,12.4,-0.45,-3.5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
