2017,174,50,14.55,13.3,-1.25,-8.6,37.3,566,1832,636,8.14,2.02,8.68,3068,81.3,2632,0,30.9,2749,319,18.35
2016,168,44,18.8,14.55,-4.25,-22.6,43.2,609,1822,568,8.04,2.12,16.8,3046,125,2483,100,28.1,2741,305,18.16
2015,168,47,16,18.8,+2.8,+17.5,57,983,1799,350,8.62,2.3,56.1,3225,304,2486,100,24.2,2920,305,18.15
2014,168,50,14.9,16,+1.1,+7.4,75.7,1028,1910,343,9.64,2.46,26.5,3351,327,2627,100,12,3071,280,16.66
2013,168,47,16.1,14.9,-1.2,-7.5,41.9,966,1858,588,9.28,2.59,22.1,3482,350,2766,100,9.93,3230,252,15.02
2012,168,50,14.95,16.1,+1.15,+7.7,33.1,985,1999,559,9.55,2.63,40.5,3596,218,2993,126,14.2,3351,245,14.58
2011,168,47,16.65,14.95,-1.7,-10.2,45.7,1091,1978,546,14.1,2.45,49.8,3681,325,3012,126,4.48,3467,214,12.76
2010,168,50,9.26,16.65,+7.39,+79.8,33.5,1043,1970,335,21.6,2.12,47.9,3420,358,2724,127,8.93,3217,203,12.09
2009,168,34,11.1,9.26,-1.84,-16.6,54.3,887,1862,203,27.9,2.13,55.8,3037,403,2414,30.8,6.05,2854,184,10.93
2008,168,28,8.5,11.1,+2.6,+30.6,26.2,700,1805,191,29.6,2.18,68.9,2796,406,2171,30.8,5.29,2613,183,10.89
2007,336,30,10,8.5,-1.5,-15,27.4,642,1846,308,37.3,2.77,74.6,2910,509,2096,160,3.34,2768,142,4.23
2006,200,25,10.85,10,-0.85,-7.8,44,454,2266,213,39.3,1.95,157,3131,542,2386,46.7,2.18,2977,155,7.73
2005,171,41,11.45,10.85,-0.6,-5.2,43.4,803,2106,68,32.5,-,143,3153,107,2461,352,48.9,2968,185,10.82
2004,171,-,8.75,11.45,+2.7,+30.9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,10.82
2003,141,-,6.35,8.75,+2.4,+37.8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,10.46
2002,141,-,5.15,6.35,+1.2,+23.3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,10
2001,141,-,5,5.15,+0.15,+3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11.05
2000,141,-,7.3,5,-2.3,-31.5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11.1
1999,136,-,10.19,7.3,-2.89,-28.4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11.56
1998,134,-,19,10.19,-8.81,-46.4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11.79
1997,112,-,25.8,19,-6.8,-26.4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11.54
1996,107,-,13.7,25.8,+12.1,+88.3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11.08
1995,104,-,13.9,13.7,-0.2,-1.4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,10.85
1994,100,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,10.78
1993,100,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,10.5
