2017,941,47,17.15,16.55,-0.6,-3.5,748,2785,13770,3556,206,4.36,9.32,20363,1594,16721,417,63.3,18913,1449,15.4
2016,896,47,15.7,17.15,+1.45,+9.2,452,2951,13673,3185,208,4.23,5.31,20052,1946,16244,314,60.3,18676,1375,15.34
2015,846,47,18.15,15.7,-2.45,-13.5,312,2414,13219,3175,223,5.01,3.48,19063,1747,15477,352,42.9,17768,1295,15.31
2014,790,47,18.35,18.15,-0.2,-1.1,396,2091,12594,3195,238,4.73,3.98,18159,1799,14530,485,35.8,16966,1192,15.09
2013,775,44,15.95,18.35,+2.4,+15,468,2127,11429,3151,239,0.8,23.3,17001,1584,13729,433,29,15877,1124,14.51
2012,724,44,16.45,15.95,-0.5,-3,402,1972,11291,2422,239,0.87,171,16096,1411,13161,385,102,15058,1038,14.33
2011,677,47,25.9,16.45,-9.45,-36.5,529,1772,11227,2509,235,0.62,147,15891,1569,12883,385,97.9,14934,957,14.14
2010,621,44,15.25,25.9,+10.65,+69.8,339,1653,10466,2535,238,0.57,137,15030,1389,12407,285,83.4,14164,866,13.94
2009,621,38,12.8,15.25,+2.45,+19.1,270,1421,10111,2811,242,0.4,168,14753,1488,12114,235,106,13943,810,13.05
2008,621,38,17.75,12.8,-4.95,-27.9,256,1454,9780,2277,248,0.52,208,13968,1534,11155,366,107,13162,806,12.98
2007,481,47,22.75,17.75,-5,-22,259,1694,9081,1871,250,0.75,218,13115,1765,10189,230,113,12297,818,13.18
2006,481,50,16.4,22.75,+6.35,+38.7,441,1979,8635,2443,251,1.14,247,13556,2192,10228,200,110,12734,822,13.24
2005,481,25,22,16.4,-5.6,-25.5,581,4573,8345,107,250,-,288,13563,1868,10490,200,214,12799,764,12.01
2004,481,-,16.3,22,+5.7,+35,-,-,-,-,-,-,-,-,-,-,-,-,-,-,15.09
2003,481,-,16.6,16.3,-0.3,-1.8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,14.97
2002,346,-,14.4,16.6,+2.2,+15.3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,14.51
2001,339,-,14.15,14.4,+0.25,+1.8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,22.02
2000,328,-,31.1,14.15,-16.95,-54.5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,21.63
1999,295,-,41.7,31.1,-10.6,-25.4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,23.31
1998,284,-,90.5,41.7,-48.8,-53.9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,23.29
1997,247,-,155,90.5,-64.5,-41.6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,16.51
1996,164,-,99,155,+56,+56.6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,22.55
1995,164,-,196,99,-97,-49.5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,20.66
1994,126,-,188,196,+8,+4.3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,24.79
1993,101,-,82,188,+106,+129.3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,26.97
1992,101,-,205,82,-123,-60,-,-,-,-,-,-,-,-,-,-,-,-,-,-,19.79
1991,65.2,-,272,205,-67,-24.6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,27
1990,45,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,28.24
