13Q1,13,72,7.64,7.47,-0.17,-2.2,-,-,-,46,-,22.4,-,9.88,92.4,-,13.5,0,3.24,16.7,75.7,-
2012,13.1,59,11.85,7.64,-4.21,-35.5,-,-,-,45.8,-,22.8,-,8.1,92.7,-,16,0,3.3,19.3,73.4,-
2011,12.5,56,18.65,11.85,-6.8,-36.5,-,-,-,38.5,-,16.2,-,8.18,75,-,12,0,3.11,15.1,60,-
2010,11,34,-,-,-,-,-,-,-,40.3,-,15.3,-,0.71,71.2,-,32.5,3.38,4.76,40.6,30.5,-
2009,10.6,69,-,-,-,-,-,-,-,28.1,-,1.07,-,0.01,30.4,-,3.26,0,0,3.26,27.1,-
