2017,1189,34,12,13.8,+1.8,+15,640,11580,7623,2451,226,359,408,22736,5498,10560,1376,1035,20455,2281,17.89
2016,1200,38,12.15,12,-0.15,-1.2,626,10548,7917,2238,209,366,223,21622,5036,10501,1279,956,19425,2198,16.96
2015,1071,34,15.4,12.15,-3.25,-21.1,418,7714,4858,2197,173,262,223,15511,4334,6256,872,740,13538,1974,17.02
2014,1014,41,17.8,15.4,-2.4,-13.5,471,6410,4516,1362,134,270,165,12918,3278,5558,639,531,11067,1851,16.74
2013,989,44,14.95,17.8,+2.85,+19.1,272,3491,3973,727,124,255,68.8,8651,1427,4705,321,549,7035,1616,16.01
2012,1002,41,15.45,14.95,-0.5,-3.2,367,2706,3757,944,132,273,73.5,7886,1283,4354,332,353,6326,1559,15.33
2011,1002,50,21.8,15.45,-6.35,-29.1,338,3034,3488,625,158,272,102,7680,1327,4195,396,237,6160,1520,14.91
2010,810,44,23.5,21.8,-1.7,-7.2,166,2782,2848,432,85.8,104,135,6387,990,3663,393,162,5218,1169,14.41
2009,810,44,14.7,23.5,+8.8,+59.9,247,2293,2341,465,88,85.7,114,5387,830,2994,255,144,4232,1155,14.27
2008,810,38,21.15,14.7,-6.45,-30.5,165,2052,2329,417,76.7,82.7,240,5196,818,2892,258,139,4115,1081,13.36
2007,835,41,16.3,21.15,+4.85,+29.8,23.8,2265,2365,408,110,96.2,154,5397,1306,2547,357,90.1,4306,1091,13.51
2006,316,22,13.25,16.3,+3.05,+23,64.1,1485,2262,346,62.3,19.5,74.2,4249,915,2657,293,13.2,3883,366,11.55
2005,316,32,17.5,13.25,-4.25,-24.3,103,1274,2282,168,55.4,20.1,74.3,3873,840,2595,34.9,5.88,3475,398,12.6
2004,301,48,11.1,17.5,+6.4,+57.7,75.6,1434,1951,134,57.1,10.3,78.6,3665,939,2267,34.1,6.07,3246,419,14.27
2003,289,45,9.8,11.1,+1.3,+13.3,122,1196,1685,91.7,53.7,7.4,86.9,3120,798,1923,38.2,10.4,2769,351,12.13
2002,283,39,14.25,9.8,-4.45,-31.2,311,1077,1158,93.6,38.9,4.71,124,2496,632,1519,2.78,5.89,2160,337,11.91
2001,-,-,15,14.25,-0.75,-5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2000,-,-,21.4,15,-6.4,-29.9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1999,-,-,23.7,21.4,-2.3,-9.7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1998,-,-,54,23.7,-30.3,-56.1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1997,-,-,54,54,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1996,-,-,51.5,54,+2.5,+4.9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1995,-,-,91.5,51.5,-40,-43.7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1994,-,-,63,91.5,+28.5,+45.2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
